"","CVX.Open","CVX.High","CVX.Low","CVX.Close","CVX.Volume","CVX.Adjusted"
"2010-05-21",72.349998,74.650002,72,74.480003,15919100,52.790455
"2010-05-24",74.220001,74.379997,73.309998,73.440002,10540700,52.053322
"2010-05-25",71.739998,72.690002,70.800003,72.57,22304600,51.436672
"2010-05-26",73.190002,73.5,71.440002,71.550003,16888700,50.713696
"2010-05-27",73.129997,74.360001,72.300003,74.360001,15252900,52.705391
"2010-05-28",74,74.400002,73.040001,73.870003,14445500,52.358089
"2010-06-01",73.559998,74.519997,72.290001,72.290001,13966400,51.238201
"2010-06-02",72.660004,74.129997,72.120003,74.129997,15674100,52.542366
"2010-06-03",74.660004,74.75,73.139999,73.910004,14278800,52.386459
"2010-06-04",72.150002,72.709999,70.800003,71.279999,18133300,50.522335
"2010-06-07",71.660004,72.489998,71.190002,71.349998,12324200,50.571953
"2010-06-08",71.68,71.730003,69.82,71.019997,16572400,50.338043
"2010-06-09",71.169998,72.389999,70.599998,70.790001,14074500,50.17503
"2010-06-10",72.870003,74.169998,72.690002,74.169998,13937400,52.570724
"2010-06-11",73.480003,74.059998,72.790001,74.059998,8346000,52.49276
"2010-06-14",74.230003,75.540001,74.160004,74.18,11948000,52.577812
"2010-06-15",74.57,75.260002,74.18,75.230003,11760200,53.322041
"2010-06-16",74.610001,75.389999,74.449997,74.949997,10424400,53.123577
"2010-06-17",75.019997,75.489998,74.199997,75.32,11113500,53.385826
"2010-06-18",75.470001,75.75,74.900002,75.519997,13680200,53.527599
"2010-06-21",76.809998,77.25,75.290001,75.720001,9347000,53.66935
"2010-06-22",75.449997,75.720001,73.879997,74,10576400,52.450218
"2010-06-23",73.839996,73.900002,72.150002,72.260002,14876400,51.216942
"2010-06-24",71.800003,72.129997,70.699997,70.830002,14188300,50.203377
"2010-06-25",71.129997,71.129997,69.879997,70.059998,20472800,49.657608
"2010-06-28",70.559998,70.57,69.629997,69.959999,10873900,49.586742
"2010-06-29",69.199997,69.389999,68,68.360001,16421100,48.452675
"2010-06-30",68.220001,69.059998,67.800003,67.860001,12871000,48.098274
"2010-07-01",68.190002,68.300003,66.830002,67.480003,16335700,47.82893
"2010-07-02",67.790001,68.150002,66.870003,67.309998,9143600,47.708454
"2010-07-06",68.279999,68.32,66.860001,67.559998,15039500,47.885635
"2010-07-07",67.82,69.5,67.489998,69.449997,15691100,49.225243
"2010-07-08",70.18,70.690002,69.209999,70.410004,13478900,49.905697
"2010-07-09",70.459999,72,70.050003,71.839996,11390300,50.919247
"2010-07-12",71.529999,72.129997,71.349998,71.849998,7352000,50.926342
"2010-07-13",72.989998,73.580002,72.5,73.230003,13751300,51.904476
"2010-07-14",73.010002,73.120003,72.349998,73.050003,11750500,51.77689
"2010-07-15",73.230003,73.230003,72.160004,73.040001,10507600,51.769791
"2010-07-16",72.650002,72.839996,71.25,71.5,12060700,50.678272
"2010-07-19",71.839996,72.300003,71.489998,72,8350600,51.032646
"2010-07-20",71,73.209999,70.959999,73.099998,8922500,51.812313
"2010-07-21",73.330002,73.550003,71.57,72.169998,9045400,51.153152
"2010-07-22",72.800003,74,72.580002,73.440002,9552500,52.053322
"2010-07-23",73.279999,73.550003,72.669998,73.519997,8426300,52.110004
"2010-07-26",73.82,74.620003,73.410004,74.620003,6467000,52.889687
"2010-07-27",74.860001,75.43,74.5,75.300003,8163500,53.371651
"2010-07-28",75.129997,75.660004,75.010002,75.559998,7392400,53.555939
"2010-07-29",75.889999,76.370003,75.279999,76.019997,13346400,53.881969
"2010-07-30",75.150002,76.370003,74.889999,76.209999,16955000,54.016651
"2010-08-02",77.620003,78.330002,77.32,77.800003,11863000,55.143635
"2010-08-03",77.919998,79.120003,77.809998,78.660004,11788000,55.753193
"2010-08-04",78.779999,79.099998,78.230003,79.019997,8067500,56.008343
"2010-08-05",78.510002,79.190002,78.239998,79.07,9304600,56.043789
"2010-08-06",78.230003,79.019997,77.809998,78.730003,8986800,55.802795
"2010-08-09",79.300003,79.43,78.870003,79.290001,7015200,56.199711
"2010-08-10",78.540001,79.480003,78.150002,79.040001,8406900,56.022533
"2010-08-11",77.970001,77.980003,77.019997,77.129997,10589700,54.668736
"2010-08-12",76.410004,77.779999,76.199997,77.07,8993100,54.626198
"2010-08-13",77.040001,77.769997,76.910004,77.400002,7087800,54.860115
"2010-08-16",77.110001,77.830002,76.370003,77.709999,7284800,55.07983
"2010-08-17",77.57,78.080002,77.080002,77.769997,7360500,55.637848
"2010-08-18",77.610001,77.730003,76.540001,77.040001,8308800,55.115593
"2010-08-19",76.720001,76.82,75.5,75.839996,8870600,54.257114
"2010-08-20",75.459999,75.559998,74.550003,75.050003,9303600,53.691925
"2010-08-23",75.339996,75.989998,75.050003,75.050003,9991400,53.691925
"2010-08-24",74.269997,74.900002,73.620003,73.779999,11261600,52.783356
"2010-08-25",73.32,74.300003,72.57,74.07,9711900,52.990822
"2010-08-26",74.370003,74.379997,73.099998,73.330002,8176900,52.461422
"2010-08-27",73.889999,75.040001,72.93,74.93,8789500,53.606079
"2010-08-30",74.629997,74.800003,73.779999,73.779999,7558900,52.783356
"2010-08-31",73.510002,74.529999,73.230003,74.080002,9227500,52.997982
"2010-09-01",75.360001,76.910004,75.239998,76.769997,10549900,54.922421
"2010-09-02",76.75,77.480003,76.470001,77.449997,5995000,55.408932
"2010-09-03",77.389999,78,77.389999,78,7189100,55.80241
"2010-09-07",77.68,77.910004,76.970001,77.050003,5880200,55.122757
"2010-09-08",77.160004,77.879997,77.07,77.25,6940700,55.26585
"2010-09-09",77.889999,78.279999,77.269997,77.360001,6646200,55.344536
"2010-09-10",78.330002,78.82,77.940002,78.82,8223500,56.389034
"2010-09-13",79.370003,79.510002,78.669998,79.25,8586400,56.696678
"2010-09-14",79.25,79.980003,79.18,79.510002,8447300,56.88269
"2010-09-15",79.059998,79.330002,78.519997,79.209999,7240700,56.668049
"2010-09-16",78.989998,79.129997,78.389999,79.050003,6905600,56.553585
"2010-09-17",79.419998,79.730003,78.239998,78.459999,12326500,56.131489
"2010-09-20",78.540001,80.129997,78.470001,79.900002,7730700,57.161686
"2010-09-21",80.040001,80.230003,79.099998,79.75,8598700,57.054382
"2010-09-22",79.93,80.400002,79.239998,79.25,6776600,56.696678
"2010-09-23",78.519997,79.370003,78.160004,78.540001,6802000,56.188717
"2010-09-24",79.260002,80.290001,78.709999,80.120003,8256000,57.31908
"2010-09-27",80.300003,80.610001,80.07,80.080002,8380700,57.290466
"2010-09-28",80.449997,81.199997,79.580002,80.879997,7826200,57.862789
"2010-09-29",80.739998,81.699997,80.489998,81.279999,8851100,58.148972
"2010-09-30",81.690002,82.190002,80.330002,81.050003,10120300,57.984428
"2010-10-01",81.889999,82.360001,81.480003,81.949997,9570600,58.628292
"2010-10-04",81.889999,82.139999,80.68,81.309998,7602500,58.170425
"2010-10-05",82.18,83.5,81.949997,83.389999,11597600,59.658493
"2010-10-06",83.290001,84.300003,83.209999,83.889999,8650300,60.01619
"2010-10-07",84.419998,84.5,82.940002,83.519997,7714000,59.751488
"2010-10-08",83.470001,84.099998,82.949997,83.940002,6879000,60.051975
"2010-10-11",83.849998,84,83.349998,83.709999,4790700,59.887428
"2010-10-12",83.360001,84.18,82.629997,83.839996,8528900,59.980431
"2010-10-13",83.449997,84.110001,82.860001,83.669998,11647800,59.858807
"2010-10-14",83.650002,83.919998,82.959999,83.900002,6718600,60.023354
"2010-10-15",84.389999,84.540001,83.120003,83.610001,9502500,59.815872
"2010-10-18",83.480003,84.769997,83.400002,84.480003,7800200,60.438274
"2010-10-19",83.379997,83.68,82.139999,82.790001,9455500,59.229248
"2010-10-20",83.139999,84.519997,82.93,84.019997,8835000,60.1092
"2010-10-21",84.510002,85,83.389999,84.25,9521400,60.273743
"2010-10-22",84.790001,84.790001,84.169998,84.550003,5555000,60.488388
"2010-10-25",85.129997,85.790001,84.739998,84.870003,6757400,60.717312
"2010-10-26",84.650002,85.239998,84.489998,85.150002,5968600,60.917606
"2010-10-27",84.639999,84.639999,83.290001,84.309998,9557300,60.316681
"2010-10-28",85.269997,85.650002,84.099998,84.440002,8519800,60.409676
"2010-10-29",82.889999,83.230003,81.980003,82.599998,12463000,59.093311
"2010-11-01",83.150002,84.080002,81.089996,81.449997,12781900,58.270596
"2010-11-02",82.360001,82.449997,81.720001,82.150002,9528800,58.771389
"2010-11-03",82.660004,83.120003,81.910004,82.699997,10036500,59.164856
"2010-11-04",84.160004,85.309998,83.879997,85.139999,16295400,60.910473
"2010-11-05",84.709999,85.32,84.050003,84.980003,14513200,60.796009
"2010-11-08",84.620003,85,83.790001,84.800003,11799200,60.667248
"2010-11-09",83.910004,84.269997,83.099998,83.559998,13597200,59.78009
"2010-11-10",83.779999,85.220001,83.25,85.169998,11795500,60.931927
"2010-11-11",85,86.190002,85,86.089996,11297200,61.590107
"2010-11-12",85.459999,85.610001,84.559998,85.440002,10571300,61.125107
"2010-11-15",85.739998,85.970001,84.830002,84.860001,9252400,60.710163
"2010-11-16",83.550003,83.580002,81.93,82.480003,12360200,59.51239
"2010-11-17",82.410004,83.129997,82.099998,82.459999,7847300,59.497971
"2010-11-18",83.040001,83.980003,82.949997,83.82,7590000,60.479267
"2010-11-19",83.690002,83.959999,82.82,83.940002,8130900,60.565842
"2010-11-22",83.470001,83.580002,82.050003,83.449997,6791900,60.21228
"2010-11-23",82.470001,82.5,81.150002,81.75,9507700,58.985668
"2010-11-24",82.150002,83.010002,82,82.93,8042600,59.837082
"2010-11-26",82.440002,82.57,81.790001,82.050003,2789700,59.202145
"2010-11-29",81.300003,82.050003,80.410004,81.690002,9070100,58.94236
"2010-11-30",80.639999,81.610001,80.470001,80.970001,10366000,58.422886
"2010-12-01",82.150002,83.220001,81.75,82.699997,10629600,59.671139
"2010-12-02",82.699997,84.669998,82.529999,84.5,10799500,60.969913
"2010-12-03",84.489998,85,84.360001,84.889999,6724000,61.251293
"2010-12-06",84.790001,85.209999,84.489998,84.949997,5184200,61.294598
"2010-12-07",85.919998,86.629997,85.709999,86.300003,12560600,62.268692
"2010-12-08",86.510002,86.800003,85.629997,86.139999,6918300,62.153225
"2010-12-09",86.790001,86.980003,85.839996,86.650002,8076700,62.521198
"2010-12-10",86.959999,87.080002,86.239998,87.029999,7406700,62.795391
"2010-12-13",87.720001,88.949997,87.510002,88.370003,9910500,63.762257
"2010-12-14",88.580002,88.949997,88.129997,88.379997,7331300,63.76947
"2010-12-15",88.019997,88.629997,87.93,88.010002,7608700,63.502491
"2010-12-16",88.080002,89.220001,87.849998,89.059998,7796700,64.260101
"2010-12-17",88.849998,88.959999,88.080002,88.489998,10832800,63.848854
"2010-12-20",88.959999,89.599998,88.57,88.800003,8029800,64.072517
"2010-12-21",89.339996,89.82,88.949997,89.230003,5962500,64.382774
"2010-12-22",89.620003,89.959999,89.32,89.919998,4262400,64.88063
"2010-12-23",89.889999,90.889999,89.82,90.68,5095600,65.429001
"2010-12-27",90.489998,90.599998,90.040001,90.120003,3138200,65.02494
"2010-12-28",90.32,91.43,90.129997,91.190002,5058100,65.796997
"2010-12-29",91.540001,92.389999,91.349998,91.370003,5301000,65.92688
"2010-12-30",91.32,91.940002,91.150002,91.599998,4156500,66.092804
"2010-12-31",91.580002,91.800003,91,91.25,5152900,65.840271
"2011-01-03",91.660004,92.379997,91.300003,91.940002,7802300,66.33815
"2011-01-04",92.279999,92.480003,91.220001,91.599998,8513900,66.092804
"2011-01-05",90.919998,92.07,90.5,91.440002,6659500,65.977356
"2011-01-06",91.760002,91.830002,90.269997,90.690002,6220800,65.436211
"2011-01-07",90.980003,91.300003,90.269997,91.190002,6346300,65.796997
"2011-01-10",90.949997,91.169998,90.120003,90.410004,6848700,65.234184
"2011-01-11",90.870003,91.989998,90.809998,91.830002,7838900,66.258789
"2011-01-12",92.360001,92.849998,92.199997,92.449997,7845400,66.706146
"2011-01-13",92.010002,92.599998,91.779999,92.18,5721900,66.511299
"2011-01-14",92.120003,92.879997,91.82,92.830002,5557900,66.980309
"2011-01-18",92.940002,93.75,92.93,93.349998,7733200,67.355515
"2011-01-19",93.629997,93.709999,92.580002,92.970001,6069900,67.081329
"2011-01-20",92.139999,92.860001,91.580002,92.709999,6513500,66.893707
"2011-01-21",93.370003,93.940002,93.099998,93.779999,7427500,67.665764
"2011-01-24",93.889999,94.529999,93.660004,94.099998,7282800,67.896645
"2011-01-25",93.779999,94.440002,93.349998,94.080002,7423200,67.882217
"2011-01-26",94.379997,94.970001,93.580002,94.639999,8832600,68.286301
"2011-01-27",94.559998,94.959999,94.300003,94.75,6301100,68.365677
"2011-01-28",94.489998,94.849998,92.93,93.370003,12444700,67.369934
"2011-01-31",93.849998,95.190002,93.370003,94.93,11167900,68.495544
"2011-02-01",95.629997,96.489998,95.169998,96.220001,9948200,69.426331
"2011-02-02",95.370003,96.849998,95.370003,96.480003,6607800,69.61393
"2011-02-03",96.57,97.440002,95.760002,97.309998,10500300,70.212799
"2011-02-04",96.93,97.330002,96.519997,97.110001,10529700,70.068504
"2011-02-07",97.279999,98.230003,97.260002,97.660004,10256500,70.46534
"2011-02-08",97.870003,97.989998,97.110001,97.739998,5710500,70.523056
"2011-02-09",97.25,97.379997,95.699997,96.239998,8242700,69.44075
"2011-02-10",95.879997,96.980003,95.739998,96.699997,7286200,69.772652
"2011-02-11",96.089996,97.18,95.889999,96.449997,7324900,69.592262
"2011-02-14",95.5,97.160004,95.5,96.949997,6994000,70.479156
"2011-02-15",96.580002,96.849998,95.660004,96.339996,7626700,70.035721
"2011-02-16",96.720001,97.019997,96.080002,96.660004,6786600,70.268364
"2011-02-17",96.559998,97.339996,96.410004,97.169998,6616600,70.639084
"2011-02-18",97.410004,98.809998,97.029999,98.720001,8860500,71.765915
"2011-02-22",99.230003,102.120003,99.230003,100.32,15723400,72.929054
"2011-02-23",100.529999,103.940002,100.519997,102.269997,17174700,74.346619
"2011-02-24",103.089996,103.419998,101.550003,102.029999,16467900,74.172165
"2011-02-25",101.709999,102.629997,101.349998,102.099998,8516400,74.223045
"2011-02-28",102.279999,103.940002,102.18,103.75,10219700,75.422523
"2011-03-01",104.07,104.989998,102.839996,102.900002,12266900,74.804604
"2011-03-02",103.050003,103.970001,102.190002,103.470001,8335000,75.218964
"2011-03-03",103.839996,104.57,103.32,104.190002,7537800,75.742409
"2011-03-04",104.129997,104.779999,102.5,103.75,9850500,75.422523
"2011-03-07",104.120003,104.769997,103.010002,103.010002,8222500,74.884575
"2011-03-08",103.410004,104.040001,101.449997,103.769997,8913900,75.437065
"2011-03-09",103.18,103.68,101.900002,102.139999,7102000,74.252106
"2011-03-10",101.480003,101.480003,98.290001,99.080002,12553000,72.027618
"2011-03-11",98.099998,100.75,97.599998,99.93,6872700,72.645515
"2011-03-14",99.160004,101,99.029999,100.800003,7353600,73.277992
"2011-03-15",98.18,102,97.980003,101.230003,12650100,73.590576
"2011-03-16",101.650002,102.07,98.629997,99.510002,14795200,72.340195
"2011-03-17",100.879997,102.57,100.400002,102.239998,9981500,74.324814
"2011-03-18",103.370003,103.970001,102.360001,102.800003,11366300,74.731918
"2011-03-21",103.860001,105.199997,103.199997,105.190002,8785300,76.469345
"2011-03-22",105.360001,105.940002,105.120003,105.230003,8008500,76.498436
"2011-03-23",104.730003,105.919998,104.449997,105.480003,6811800,76.680199
"2011-03-24",105.870003,105.919998,104.93,105.379997,6996800,76.60746
"2011-03-25",105.720001,107.010002,105.379997,106.779999,8982900,77.625214
"2011-03-28",106.400002,107.099998,106.040001,106.040001,6023500,77.08728
"2011-03-29",106.040001,107.480003,105.519997,107.370003,6963200,78.054123
"2011-03-30",107.610001,108.739998,107.550003,108.010002,7907300,78.519409
"2011-03-31",109.309998,109.650002,107.349998,107.489998,8418500,78.14138
"2011-04-01",108.290001,108.779999,107.510002,108.32,6494000,78.744766
"2011-04-04",108.519997,108.57,107.849998,108.230003,4764600,78.679337
"2011-04-05",108.25,109.800003,108.230003,109.330002,6541400,79.478973
"2011-04-06",109.830002,109.940002,108.440002,108.660004,6893000,78.991928
"2011-04-07",109.019997,109.099998,107.510002,108.940002,7011700,79.195465
"2011-04-08",109.349998,109.940002,109.139999,109.660004,6732900,79.71888
"2011-04-11",109.739998,109.900002,107.57,107.779999,6599000,78.352219
"2011-04-12",106.470001,106.699997,103.480003,104.18,12803700,75.735115
"2011-04-13",104.82,105.139999,103.339996,103.809998,7241100,75.466156
"2011-04-14",103.32,105.290001,103.129997,104.879997,7084900,76.24398
"2011-04-15",105.519997,106.5,104.349998,106.239998,8869500,77.232651
"2011-04-18",104.949997,104.989998,103.040001,104.5,7194800,75.967758
"2011-04-19",104.489998,105.849998,104.269997,105.400002,4993300,76.622017
"2011-04-20",107.709999,108.339996,107.010002,107.809998,6667800,78.373993
"2011-04-21",108.25,108.25,107.489998,108.129997,4915500,78.606621
"2011-04-25",107.370003,107.779999,106.68,107.419998,3995200,78.090477
"2011-04-26",107.849998,108.830002,107.160004,108.75,5300000,79.057343
"2011-04-27",109.110001,109.169998,107.550003,108.970001,5982600,79.217278
"2011-04-28",109.080002,109.099998,108.080002,108.809998,5941200,79.100937
"2011-04-29",108.480003,109.599998,107.779999,109.440002,6755500,79.558945
"2011-05-02",109.480003,109.580002,107.610001,108.18,6550800,78.642967
"2011-05-03",107.580002,107.839996,105.190002,106.169998,7955600,77.181786
"2011-05-04",106.019997,106.019997,103.699997,104.68,8892900,76.098595
"2011-05-05",103.360001,104.120003,101.110001,102.620003,11988500,74.601074
"2011-05-06",103.339996,104.449997,102,102.879997,9536300,74.79007
"2011-05-09",103.25,104.860001,103,104.089996,7117900,75.669693
"2011-05-10",104.32,104.949997,103.25,104.360001,6430500,75.865959
"2011-05-11",103.269997,103.459999,101.25,102.260002,10161700,74.339348
"2011-05-12",101.629997,103.32,100.410004,102.760002,10425800,74.70285
"2011-05-13",103.449997,103.489998,101.269997,102.389999,8968000,74.433838
"2011-05-16",102.029999,103.290001,101.410004,101.650002,6759400,73.895897
"2011-05-17",100.309998,101.190002,99.610001,100.410004,8768800,73.558914
"2011-05-18",100.919998,103.459999,100.169998,102.860001,8193700,75.353737
"2011-05-19",103.690002,104.529999,102.940002,103.870003,7452400,76.093666
"2011-05-20",103.550003,103.809998,101.769997,102.57,8760900,75.141296
"2011-05-23",101.129997,101.910004,100.699997,101.370003,7487000,74.262177
"2011-05-24",101.849998,103.389999,101.849998,102.269997,6800500,74.921524
"2011-05-25",102,103.860001,101.809998,103.25,7949500,75.639465
"2011-05-26",102.989998,103.800003,102.099998,103.360001,6614300,75.720032
"2011-05-27",103.639999,104.220001,102.529999,103.209999,5796300,75.610168
"2011-05-31",104.610001,105.209999,103.709999,104.910004,8188400,76.855545
"2011-06-01",104.730003,104.949997,102.080002,102.489998,8196100,75.08271
"2011-06-02",102.349998,102.589996,100.360001,101.120003,8129200,74.079071
"2011-06-03",99.730003,101.690002,99.57,101,7692200,73.991104
"2011-06-06",100.900002,101.309998,99.300003,99.68,6982200,73.024109
"2011-06-07",100.230003,100.910004,99.379997,99.470001,6835400,72.870285
"2011-06-08",99.510002,100.839996,99.5,99.949997,6936200,73.221916
"2011-06-09",100.510002,101.870003,100.32,101.230003,5734900,74.159615
"2011-06-10",100.940002,101,98.980003,99.669998,9113900,73.016792
"2011-06-13",100.040001,100.510002,98.07,98.93,7999300,72.474701
"2011-06-14",100.019997,101.290001,99.889999,100.599998,7353400,73.69809
"2011-06-15",99.199997,99.910004,97.709999,98.410004,9665600,72.093735
"2011-06-16",98.059998,99.660004,97.809998,99.43,7786300,72.840965
"2011-06-17",100.230003,100.839996,98.730003,99.169998,12029500,72.650505
"2011-06-20",98.879997,100.199997,98.650002,99.910004,6427200,73.192619
"2011-06-21",100.540001,101.980003,100.32,101.589996,8499500,74.423347
"2011-06-22",101.269997,102.459999,101,101.07,6592500,74.042419
"2011-06-23",98.900002,99.550003,97,99.360001,13058800,72.789711
"2011-06-24",99.540001,99.739998,97.809998,97.900002,8032400,71.720139
"2011-06-27",97.940002,99.639999,97.940002,98.900002,7130200,72.452705
"2011-06-28",99.529999,100.599998,99.300003,100.349998,6113800,73.514961
"2011-06-29",100.690002,101.709999,99.910004,101.279999,7637700,74.196259
"2011-06-30",101.790001,102.940002,101.279999,102.839996,7697700,75.339088
"2011-07-01",102.709999,104.190002,102.010002,104.089996,6579700,76.254814
"2011-07-05",104.110001,105.760002,104.110001,105.120003,7392200,77.009407
"2011-07-06",104.82,105.239998,104.57,105.080002,6196300,76.980095
"2011-07-07",106.080002,106.919998,105.800003,106.589996,7878100,78.086273
"2011-07-08",105.449997,106,105.07,105.889999,6334900,77.573456
"2011-07-11",104.43,104.639999,103.75,104.410004,6975400,76.489258
"2011-07-12",103.989998,105.949997,103.989998,104.389999,9158300,76.474594
"2011-07-13",104.739998,106.610001,104.720001,105.089996,6871100,76.987404
"2011-07-14",105.699997,106.470001,104.57,104.669998,7279600,76.679718
"2011-07-15",105.68,106.300003,105.139999,106.190002,10160500,77.793251
"2011-07-18",105.580002,106.5,105.110001,106.230003,6951000,77.822571
"2011-07-19",106.489998,107.800003,106.489998,107.480003,6987600,78.738304
"2011-07-20",107.510002,107.650002,106.879997,107.099998,5044900,78.459908
"2011-07-21",107.879997,109.75,107.760002,109.43,8319200,80.16684
"2011-07-22",109.389999,109.660004,108.82,108.970001,5413700,79.829834
"2011-07-25",107.550003,109,107.459999,108.099998,6284400,79.19249
"2011-07-26",107.910004,108.470001,107.339996,107.57,4864800,78.804199
"2011-07-27",106.970001,107,105.470001,105.629997,7412700,77.383011
"2011-07-28",105.150002,105.849998,104.43,105.029999,6655300,76.943466
"2011-07-29",103.720001,105.230003,103.07,104.019997,9697600,76.203537
"2011-08-01",106.080002,106.129997,103.919998,105.379997,9309400,77.19986
"2011-08-02",104.720001,105.699997,103.43,103.449997,10396300,75.785973
"2011-08-03",103.529999,103.739998,100.870003,102.760002,12027400,75.28051
"2011-08-04",100.779999,100.980003,96.510002,96.839996,20541200,70.943565
"2011-08-05",98.029999,99.339996,93.82,97.610001,17596200,71.507652
"2011-08-08",94.279999,95.790001,89.75,90.25,23079600,66.115845
"2011-08-09",91.599998,93.709999,87.300003,93.400002,21012700,68.4235
"2011-08-10",92.709999,93.849998,89.739998,90.57,18069500,66.350281
"2011-08-11",92.07,95.139999,90.779999,94.07,30717300,68.914299
"2011-08-12",95.639999,97.050003,94.919998,95.860001,13364100,70.225662
"2011-08-15",97,99.230003,96.790001,99.099998,11857000,72.599213
"2011-08-16",97.989998,99.279999,97.150002,98.139999,9842900,71.895943
"2011-08-17",98.410004,99.089996,97.110001,97.68,8594800,72.132256
"2011-08-18",95.139999,95.379997,91.75,93.239998,15083800,68.853508
"2011-08-19",92.089996,95.360001,92.080002,93.290001,13452700,68.890434
"2011-08-22",96.550003,96.550003,92.949997,93.300003,10071000,68.89782
"2011-08-23",93.919998,97.379997,93.459999,97.330002,12301000,71.873772
"2011-08-24",96.830002,97.760002,96.07,97.589996,7642500,72.065788
"2011-08-25",98.050003,98.519997,95.290001,95.959999,9812400,70.862091
"2011-08-26",94.68,97.349998,93.360001,96.849998,9216600,71.519325
"2011-08-29",98.279999,98.760002,96.580002,98.739998,9724900,72.915001
"2011-08-30",97.970001,98.980003,96.739998,98.400002,9202500,72.663933
"2011-08-31",98.849998,99.720001,98.080002,98.839996,11242000,72.988876
"2011-09-01",99.010002,100.480003,98.5,98.519997,10121400,72.752556
"2011-09-02",96.309998,97.059998,95.07,96.410004,8976700,71.194405
"2011-09-06",93.580002,95.800003,92.75,95.610001,10276800,70.603638
"2011-09-07",98.269997,99.440002,97.860001,99.290001,10572800,73.321167
"2011-09-08",98.889999,100.580002,98,98.410004,9603600,72.671318
"2011-09-09",97.010002,97.389999,94.779999,95.190002,13346600,70.293495
"2011-09-12",93.940002,95.93,93.160004,95.910004,13616300,70.825188
"2011-09-13",96.760002,96.839996,94.629997,95.93,11453800,70.839943
"2011-09-14",96.309998,99,95.150002,97.309998,11325600,71.859016
"2011-09-15",98.720001,99.5,98.059998,99.260002,9241200,73.299004
"2011-09-16",100,100.160004,98.290001,99.629997,13862000,73.572227
"2011-09-19",97.190002,99.339996,96.599998,98.709999,8522500,72.89286
"2011-09-20",99.279999,99.739998,97.739998,97.790001,8660500,72.213486
"2011-09-21",97.209999,97.779999,94.139999,94.269997,9267200,69.614113
"2011-09-22",90.910004,91.510002,88.589996,90.169998,16685800,66.586456
"2011-09-23",90.129997,90.839996,88.559998,90.010002,12228200,66.4683
"2011-09-26",90.650002,91.650002,88.760002,91.489998,11899200,67.561226
"2011-09-27",94.160004,95.349998,93.050003,93.540001,11079800,69.075035
"2011-09-28",93.989998,95.330002,91.540001,91.739998,10338300,67.745804
"2011-09-29",94.190002,94.480003,92.32,94.389999,10104100,69.702744
"2011-09-30",92.959999,94.800003,92.519997,92.589996,11918800,68.37352
"2011-10-03",91.93,92.769997,89.849998,89.879997,11384300,66.372299
"2011-10-04",88.720001,91.839996,86.68,91.480003,15398100,67.553825
"2011-10-05",92.139999,94.739998,91.029999,94.660004,13057500,69.90213
"2011-10-06",93.379997,94.809998,92.720001,94.610001,10169500,69.865173
"2011-10-07",95.669998,95.730003,93.660004,94.400002,10534600,69.710136
"2011-10-10",96.129997,98.239998,96.089996,98.199997,7490300,72.516235
"2011-10-11",97.209999,98.639999,97.150002,97.599998,7613500,72.073181
"2011-10-12",98.110001,98.75,96.690002,97.779999,8868800,72.206093
"2011-10-13",96.620003,98.099998,96.25,97.790001,6507900,72.213486
"2011-10-14",98.970001,100.559998,98.849998,100.470001,7365100,74.19252
"2011-10-17",99.910004,100.25,98.400002,98.610001,6576400,72.819008
"2011-10-18",99.029999,104.150002,97.970001,102.949997,12165700,76.023903
"2011-10-19",102.690002,104.080002,101.709999,102.239998,8651800,75.499603
"2011-10-20",102.68,103.660004,101.720001,103.389999,8710100,76.348831
"2011-10-21",104.5,105.839996,104.209999,105.529999,10884100,77.929123
"2011-10-24",105.5,106.870003,105.269997,106.269997,7911500,78.475563
"2011-10-25",106.620003,106.910004,104.330002,104.5,8452200,77.168518
"2011-10-26",106.080002,106.839996,104.459999,106.769997,9959400,78.844803
"2011-10-27",107.839996,110.010002,107.620003,108.970001,14393600,80.469414
"2011-10-28",108.849998,109.989998,107.260002,109.639999,10341300,80.964165
"2011-10-31",107.720001,108,105.050003,105.050003,11457800,77.574654
"2011-11-01",101.470001,103.68,100.790001,102.080002,15213300,75.381439
"2011-11-02",103.959999,104.93,103.139999,104.540001,8393400,77.198044
"2011-11-03",105.839996,106.349998,104.699997,106.129997,9276200,78.372177
"2011-11-04",105.75,106.599998,104.480003,106.43,8402700,78.593719
"2011-11-07",106.650002,108.529999,105.540001,107.720001,7821800,79.54631
"2011-11-08",108.269997,109,106.5,108.860001,7761400,80.388161
"2011-11-09",105.800003,106.489998,103.879997,104.279999,12062000,77.006027
"2011-11-10",105.32,106.010002,103.5,105.5,10025200,77.906937
"2011-11-11",106.690002,107.519997,106.610001,107.050003,6352600,79.051559
"2011-11-14",106.199997,106.739998,105.379997,106.169998,5531200,78.401726
"2011-11-15",106.230003,107.330002,102.580002,103.269997,24328000,76.260201
"2011-11-16",102.510002,103.419998,100.739998,101.050003,12581000,75.210747
"2011-11-17",100.75,102.129997,98.75,100.080002,11794300,74.488792
"2011-11-18",100.519997,101.5,97.519997,97.879997,13668700,72.851334
"2011-11-21",96.919998,96.940002,94.449997,95.660004,15021100,71.199013
"2011-11-22",95.68,97.25,95,96.419998,8939500,71.764664
"2011-11-23",95.419998,95.580002,93.75,93.75,11665200,69.77742
"2011-11-25",94.029999,94.449997,92.290001,92.290001,5257300,68.690758
"2011-11-28",96.029999,96.349998,95,95.769997,8403100,71.280884
