"","SBUX.Open","SBUX.High","SBUX.Low","SBUX.Close","SBUX.Volume","SBUX.Adjusted"
"2010-03-30",12.21,12.315,12.12,12.28,12786200,10.527946
"2010-03-31",12.21,12.27,12.1,12.135,15088600,10.403635
"2010-04-01",12.27,12.365,11.975,12.12,15551200,10.390773
"2010-04-05",12.055,12.39,12.055,12.305,15765800,10.593081
"2010-04-06",12.225,12.35,12.175,12.3,11589200,10.588776
"2010-04-07",12.4,12.515,12.345,12.455,16810800,10.722217
"2010-04-08",12.375,12.5,12.315,12.415,14317800,10.687779
"2010-04-09",12.425,12.475,12.225,12.36,12381000,10.640431
"2010-04-12",12.325,12.395,12.16,12.245,12606200,10.541429
"2010-04-13",12.205,12.4,12.16,12.365,14704800,10.644731
"2010-04-14",12.35,12.425,12.2,12.42,15749800,10.692082
"2010-04-15",12.36,12.625,12.31,12.565,19206400,10.816907
"2010-04-16",12.55,12.61,12.355,12.48,21814000,10.743734
"2010-04-19",12.495,12.62,12.28,12.45,16983000,10.717908
"2010-04-20",12.55,12.645,12.31,12.63,15065200,10.872868
"2010-04-21",12.595,12.71,12.5,12.695,27466000,10.928824
"2010-04-22",12.99,13.725,12.835,13.625,62082800,11.729437
"2010-04-23",13.505,13.645,13.375,13.63,20898400,11.733741
"2010-04-26",13.535,13.795,13.5,13.695,15876400,11.789696
"2010-04-27",13.75,13.75,13.225,13.265,19239600,11.419523
"2010-04-28",13.325,13.44,13.06,13.11,21192600,11.286088
"2010-04-29",13.145,13.365,13.13,13.3,15192600,11.449654
"2010-04-30",13.37,13.37,12.99,12.99,15006400,11.182781
"2010-05-03",13.01,13.625,12.99,13.59,19331000,11.699307
"2010-05-04",13.325,13.325,12.905,13.015,22470200,11.204306
"2010-05-05",12.97,13.285,12.88,13.11,22305800,11.286088
"2010-05-06",12.995,13.125,12.195,12.805,35568400,11.02352
"2010-05-07",12.64,12.995,12.325,12.725,44815000,10.95465
"2010-05-10",13.035,13.55,12.94,13.52,29334000,11.639046
"2010-05-11",13.35,13.62,13.265,13.35,23988600,11.492696
"2010-05-12",13.405,13.965,13.355,13.925,23334600,11.987703
"2010-05-13",13.895,13.895,13.68,13.72,21925400,11.811223
"2010-05-14",13.63,13.665,13.09,13.255,23081800,11.410912
"2010-05-17",13.22,13.475,13.035,13.455,17651600,11.583089
"2010-05-18",13.295,13.56,13.2,13.29,17118000,11.441043
"2010-05-19",13.165,13.41,12.905,13.095,20713600,11.273174
"2010-05-20",12.765,12.895,12.54,12.55,25198400,10.803999
"2010-05-21",12.27,12.755,12.195,12.645,25733200,10.885778
"2010-05-24",12.58,12.72,12.455,12.535,17079600,10.79108
"2010-05-25",12.22,12.495,12.035,12.46,23753800,10.726517
"2010-05-26",12.395,12.675,12.34,12.355,24204800,10.636128
"2010-05-27",12.73,13.02,12.65,13.01,20103600,11.199999
"2010-05-28",12.995,13.165,12.835,12.945,16523600,11.144039
"2010-06-01",12.875,13.155,12.76,12.85,19534400,11.062261
"2010-06-02",12.865,13.3,12.785,13.29,19915000,11.441043
"2010-06-03",13.27,13.46,13.23,13.43,18458200,11.561569
"2010-06-04",13.13,13.415,13,13.075,22817800,11.255957
"2010-06-07",13.125,13.125,12.755,12.77,19664200,10.993388
"2010-06-08",12.79,12.955,12.6,12.925,19871200,11.126825
"2010-06-09",13.02,13.36,13.005,13.155,23721200,11.324825
"2010-06-10",13.375,13.505,13.2,13.49,18876400,11.613221
"2010-06-11",13.385,13.605,13.37,13.575,17275800,11.686395
"2010-06-14",13.72,13.93,13.64,13.73,17480200,11.819831
"2010-06-15",13.825,13.97,13.705,13.965,17347800,12.022136
"2010-06-16",13.915,14.085,13.81,13.995,18969600,12.047961
"2010-06-17",14.005,14.055,13.8,13.99,14355800,12.043658
"2010-06-18",13.99,14.18,13.87,14.045,18838000,12.091004
"2010-06-21",14.12,14.25,13.93,14.01,13238600,12.060875
"2010-06-22",14.035,14.24,13.575,13.615,20533200,11.72083
"2010-06-23",13.6,13.76,13.485,13.66,15792000,11.759571
"2010-06-24",13.55,13.635,13.3,13.335,12959400,11.479784
"2010-06-25",13.415,13.525,13.32,13.405,17869600,11.540044
"2010-06-28",13.535,13.54,13.18,13.195,14278200,11.35926
"2010-06-29",12.995,13.05,12.44,12.505,37893400,10.765257
"2010-06-30",12.54,12.655,12.135,12.15,33930000,10.459643
"2010-07-01",12.215,12.375,11.84,12.33,31499400,10.614605
"2010-07-02",12.38,12.395,12.055,12.175,16930800,10.481167
"2010-07-06",12.29,12.345,11.735,11.805,29284800,10.162642
"2010-07-07",11.83,12.225,11.76,12.2,18170400,10.502691
"2010-07-08",12.28,12.465,12.195,12.42,20986400,10.692082
"2010-07-09",12.44,12.67,12.42,12.65,14174200,10.890084
"2010-07-12",12.635,12.76,12.49,12.635,12906200,10.877169
"2010-07-13",12.78,13.035,12.735,12.97,15921200,11.165564
"2010-07-14",12.93,13.075,12.875,13,11916200,11.191391
"2010-07-15",13.04,13.09,12.82,13.065,12583400,11.247346
"2010-07-16",13.1,13.22,12.635,12.675,19583800,10.911607
"2010-07-19",12.69,12.855,12.54,12.745,14539200,10.971867
"2010-07-20",12.5,12.895,12.425,12.885,14836000,11.09239
"2010-07-21",12.9,12.99,12.565,12.585,24130800,10.834127
"2010-07-22",12.395,12.63,12.175,12.575,38846000,10.825519
"2010-07-23",12.58,12.75,12.47,12.69,17897800,10.92452
"2010-07-26",12.635,12.785,12.49,12.695,19502000,10.928824
"2010-07-27",12.795,12.795,12.475,12.59,17199400,10.838432
"2010-07-28",12.61,12.68,12.405,12.495,15432400,10.756646
"2010-07-29",12.535,12.6,12.18,12.41,13412800,10.683474
"2010-07-30",12.225,12.475,12.125,12.425,15682400,10.696387
"2010-08-02",12.51,12.53,12.31,12.34,16674000,10.679079
"2010-08-03",12.34,12.43,12.185,12.36,14378000,10.696386
"2010-08-04",12.42,12.62,12.345,12.59,14660600,10.895431
"2010-08-05",12.515,12.62,12.38,12.59,15344600,10.895431
"2010-08-06",12.395,12.685,12.375,12.665,14981800,10.960333
"2010-08-09",12.695,12.86,12.695,12.83,10357600,11.103125
"2010-08-10",12.735,12.8,12.555,12.7,12901000,10.990624
"2010-08-11",12.455,12.48,12.175,12.33,18449600,10.670427
"2010-08-12",12.155,12.305,12.13,12.23,11964000,10.583887
"2010-08-13",12.155,12.185,11.975,11.995,12194200,10.380515
"2010-08-16",11.935,12.075,11.835,11.91,14724400,10.306956
"2010-08-17",11.965,12.295,11.92,12.15,14061400,10.514652
"2010-08-18",12.07,12.4,11.905,12.25,13645600,10.601189
"2010-08-19",12.165,12.26,11.93,12.02,13623600,10.402151
"2010-08-20",12.01,12.055,11.88,12.025,10909600,10.406478
"2010-08-23",12.06,12.165,11.84,11.84,13230000,10.246377
"2010-08-24",11.65,11.65,11.35,11.41,27815000,9.874253
"2010-08-25",11.3,11.74,11.25,11.68,20244200,10.107913
"2010-08-26",11.705,11.81,11.59,11.635,15060000,10.068969
"2010-08-27",11.69,11.79,11.455,11.735,12109000,10.155508
"2010-08-30",11.725,11.82,11.685,11.715,11926000,10.138201
"2010-08-31",11.6,11.74,11.345,11.49,21136600,9.943486
"2010-09-01",11.59,11.885,11.515,11.84,14365200,10.246377
"2010-09-02",11.83,12.34,11.775,12.33,23932400,10.670427
"2010-09-03",12.49,12.595,12.36,12.535,11773400,10.84783
"2010-09-07",12.445,12.52,12.335,12.435,12830400,10.761292
"2010-09-08",12.445,12.55,12.345,12.39,12205400,10.722351
"2010-09-09",12.485,12.485,12.265,12.415,10329200,10.743985
"2010-09-10",12.47,12.72,12.425,12.7,12798600,10.990624
"2010-09-13",12.775,13,12.775,12.875,17364600,11.14207
"2010-09-14",12.85,12.935,12.765,12.89,12253200,11.155051
"2010-09-15",12.795,12.89,12.715,12.875,11151200,11.14207
"2010-09-16",12.815,12.915,12.725,12.865,8368400,11.133413
"2010-09-17",12.925,12.94,12.715,12.765,16694800,11.046875
"2010-09-20",12.805,13.17,12.77,13.14,13225200,11.371402
"2010-09-21",13.105,13.17,12.99,13.08,14358200,11.319476
"2010-09-22",13.12,13.225,12.915,12.965,12248400,11.219955
"2010-09-23",12.825,13.09,12.685,12.725,14068400,11.012259
"2010-09-24",12.925,13.1,12.91,13.065,23203800,11.306496
"2010-09-27",13.015,13.19,13.015,13.075,15232000,11.315149
"2010-09-28",13.185,13.285,12.86,13.07,14969000,11.310823
"2010-09-29",13.09,13.1,12.82,12.9,13066000,11.163705
"2010-09-30",12.965,13.05,12.69,12.775,16740600,11.05553
"2010-10-01",12.945,13.04,12.77,12.97,17455400,11.22428
"2010-10-04",12.9,12.97,12.685,12.845,10910600,11.116107
"2010-10-05",13.035,13.195,12.975,13.125,14287200,11.358421
"2010-10-06",13.04,13.11,12.87,13.05,14798000,11.293513
"2010-10-07",13.055,13.11,12.91,13.035,10380400,11.280535
"2010-10-08",13.045,13.15,12.835,13.035,9222400,11.280535
"2010-10-11",12.995,13.2,12.935,12.995,11484400,11.245918
"2010-10-12",13,13.65,12.95,13.57,29020200,11.743524
"2010-10-13",13.615,13.675,13.445,13.63,14618600,11.795447
"2010-10-14",13.57,13.88,13.57,13.715,14601600,11.869007
"2010-10-15",13.8,13.8,13.585,13.77,11823800,11.916606
"2010-10-18",13.72,13.77,13.59,13.675,10964800,11.834391
"2010-10-19",13.625,13.74,13.42,13.54,13655000,11.717565
"2010-10-20",13.54,13.86,13.515,13.725,13356000,11.877664
"2010-10-21",13.74,13.905,13.51,13.645,10634600,11.808431
"2010-10-22",13.52,14.305,13.515,14.245,22770800,12.327675
"2010-10-25",14.275,14.4,14.17,14.195,11396400,12.284405
"2010-10-26",14.115,14.305,14.06,14.265,9513600,12.344981
"2010-10-27",14.105,14.165,14.01,14.13,11134000,12.228153
"2010-10-28",14.225,14.25,14.015,14.115,8131600,12.215169
"2010-10-29",14.075,14.375,14.05,14.28,13535000,12.357963
"2010-11-01",14.34,14.495,14.22,14.405,11093200,12.466134
"2010-11-02",14.445,14.57,14.38,14.44,9290600,12.496428
"2010-11-03",14.405,14.645,14.31,14.55,13359400,12.59162
"2010-11-04",14.84,15,14.77,14.875,29505400,12.872877
"2010-11-05",15.285,15.65,15.175,15.435,36640600,13.357502
"2010-11-08",15.245,15.45,15.09,15.315,15613000,13.253656
"2010-11-09",15.42,15.42,14.995,15.085,15047600,13.054612
"2010-11-10",15.05,15.375,15,15.235,15171400,13.184418
"2010-11-11",15.05,15.475,15.005,15.37,11397400,13.301249
"2010-11-12",15.355,15.355,14.92,15.095,12922000,13.063267
"2010-11-15",15.045,15.5,15.045,15.395,18969000,13.322886
"2010-11-16",15.2,15.405,14.89,14.92,14845800,12.966566
"2010-11-17",14.87,15.07,14.725,14.995,10486000,13.031746
"2010-11-18",15.11,15.43,15.035,15.29,13601200,13.288124
"2010-11-19",15.23,15.455,15.145,15.38,13522000,13.366339
"2010-11-22",15.295,15.545,15.25,15.435,13425000,13.414139
"2010-11-23",15.26,15.38,15.075,15.2,17195600,13.209906
"2010-11-24",15.36,15.755,15.34,15.74,20611800,13.679205
"2010-11-26",15.595,15.675,15.535,15.57,4651200,13.531463
"2010-11-29",15.325,15.465,15.1,15.395,13510400,13.379375
"2010-11-30",15.155,15.465,15.07,15.3,17186200,13.296819
"2010-12-01",15.505,16.014999,15.505,15.85,20384600,13.774807
"2010-12-02",15.93,16.4,15.885,16.379999,20100600,14.23541
"2010-12-03",16.285,16.440001,16.045,16.360001,16435000,14.218032
"2010-12-06",16.305,16.4,16.225,16.360001,10276000,14.218032
"2010-12-07",16.495001,16.545,16.309999,16.389999,13535800,14.244102
"2010-12-08",16.445,16.445,16.23,16.290001,8590400,14.1572
"2010-12-09",16.35,16.4,16.08,16.200001,11720800,14.07898
"2010-12-10",16.209999,16.355,16.059999,16.295,8208000,14.161545
"2010-12-13",16.365,16.375,15.995,15.995,10908400,13.90082
"2010-12-14",15.97,16.15,15.91,16.055,10083600,13.952966
"2010-12-15",16.055,16.190001,15.83,15.935,13788000,13.848676
"2010-12-16",16.25,16.4,16.1,16.295,16072000,14.161545
"2010-12-17",16.27,16.475,16.184999,16.395,17918400,14.248446
"2010-12-20",16.434999,16.535,16.26,16.465,8660000,14.309283
"2010-12-21",16.525,16.525,16.25,16.43,7347000,14.278867
"2010-12-22",16.5,16.575001,16.4,16.465,6785200,14.309283
"2010-12-23",16.395,16.495001,16.264999,16.315001,6767200,14.178923
"2010-12-27",16.325001,16.34,16.08,16.235001,4668800,14.109396
"2010-12-28",16.254999,16.344999,16.025,16.195,6234000,14.074635
"2010-12-29",16.264999,16.370001,16.205,16.254999,4668600,14.126778
"2010-12-30",16.195,16.275,16.1,16.205,4907200,14.083324
"2010-12-31",16.205,16.24,15.975,16.065001,6346200,13.961656
"2011-01-03",16.245001,16.709999,16.23,16.625,12764600,14.448334
"2011-01-04",16.625,16.645,16.219999,16.24,13306000,14.113739
"2011-01-05",16.129999,16.42,16.125,16.174999,11501800,14.057252
"2011-01-06",16.184999,16.25,15.895,15.98,13253400,13.887785
"2011-01-07",16.02,16.43,15.93,16.389999,19791400,14.244102
"2011-01-10",16.24,16.475,16.065001,16.385,15540600,14.239759
"2011-01-11",16.450001,16.450001,16.08,16.129999,16100200,14.018145
"2011-01-12",16.290001,16.33,16.030001,16.1,16419400,13.992076
"2011-01-13",16.055,16.219999,16.055,16.205,11235000,14.083324
"2011-01-14",16.1,16.365,16.09,16.35,11265800,14.209341
"2011-01-18",16.365,16.625,16.344999,16.5,15682400,14.339699
"2011-01-19",16.24,16.535,16.235001,16.504999,12982000,14.344045
"2011-01-20",16.530001,16.695,16.395,16.59,18641400,14.417919
"2011-01-21",16.709999,16.860001,16.530001,16.6,23129800,14.426608
"2011-01-24",16.58,16.75,16.455,16.745001,11974800,14.552625
"2011-01-25",16.639999,16.889999,16.605,16.825001,18252800,14.622149
"2011-01-26",16.805,16.805,16.370001,16.535,37247800,14.370119
"2011-01-27",16.16,16.725,16.025,16.514999,32931800,14.352736
"2011-01-28",16.530001,16.559999,15.76,15.865,26823400,13.787842
"2011-01-31",15.77,15.87,15.375,15.765,25171800,13.700933
"2011-02-01",15.88,16.155001,15.785,16.125,21049800,14.013797
"2011-02-02",16.08,16.125,15.84,16.1,13099000,13.992076
"2011-02-03",16.110001,16.26,16.025,16.18,12782600,14.061599
"2011-02-04",16.16,16.370001,16.030001,16.290001,14393400,14.1572
"2011-02-07",16.25,16.365,16.115,16.174999,12320400,14.113569
"2011-02-08",16.120001,16.594999,16.115,16.559999,13565400,14.449504
"2011-02-09",16.5,16.57,16.395,16.495001,8665400,14.392789
"2011-02-10",16.440001,16.629999,16.375,16.58,17855600,14.466949
"2011-02-11",16.5,16.690001,16.379999,16.674999,12259200,14.549843
"2011-02-14",16.705,16.889999,16.594999,16.790001,15961200,14.650191
"2011-02-15",16.709999,16.780001,16.575001,16.59,11332000,14.475678
"2011-02-16",16.645,16.84,16.565001,16.785,10671600,14.645826
"2011-02-17",16.73,16.84,16.639999,16.75,9791400,14.615292
"2011-02-18",16.719999,17.014999,16.639999,17,15881600,14.833429
"2011-02-22",16.84,16.965,16.334999,16.385,15101600,14.296806
"2011-02-23",16.375,16.385,15.695,15.955,16680000,13.921605
"2011-02-24",15.9,15.985,15.585,15.955,18856200,13.921605
"2011-02-25",16.045,16.34,16,16.25,19325600,14.179009
"2011-02-28",16.4,16.525,16.295,16.49,18027400,14.388421
"2011-03-01",16.615,16.684999,16.120001,16.195,20471000,14.131022
"2011-03-02",16.145,16.195,15.86,16.110001,16253600,14.056854
"2011-03-03",16.245001,16.629999,16.235001,16.504999,13107600,14.401507
"2011-03-04",16.450001,16.59,16.309999,16.559999,16241000,14.449504
"2011-03-07",17,17.395,16.655001,16.799999,26465800,14.658918
"2011-03-08",16.860001,17.155001,16.805,17.004999,16973400,14.837786
"2011-03-09",16.975,17.299999,16.860001,17.27,16728600,15.069015
"2011-03-10",18.540001,19.105,18.469999,18.985001,72206200,16.565449
"2011-03-11",18.65,18.805,18.16,18.280001,30486000,15.9503
"2011-03-14",18.155001,18.26,17.75,17.865,24991800,15.588186
"2011-03-15",17.370001,17.98,17.334999,17.860001,17963600,15.58382
"2011-03-16",17.445,17.790001,17.434999,17.5,19430400,15.269708
"2011-03-17",17.795,17.825001,17.525,17.545,12862000,15.308964
"2011-03-18",17.77,17.844999,17.405001,17.48,23366600,15.25225
"2011-03-21",17.725,17.780001,17.575001,17.655001,10171400,15.404953
"2011-03-22",17.625,17.625,17.4,17.475,12085200,15.247891
"2011-03-23",17.475,18.4,17.375,18.344999,22958200,16.007011
"2011-03-24",18.415001,18.924999,18.184999,18.790001,31712200,16.395298
"2011-03-25",18.885,18.9,18.4,18.450001,13482400,16.098629
"2011-03-28",18.49,18.549999,18.219999,18.440001,14317400,16.089907
"2011-03-29",18.325001,18.58,18.205,18.43,12054000,16.081179
"2011-03-30",18.584999,18.59,18.245001,18.360001,11935200,16.0201
"2011-03-31",18.32,18.51,18.25,18.475,12757800,16.120443
"2011-04-01",18.625,18.83,18.525,18.625,10940200,16.251326
"2011-04-04",18.684999,18.795,18.285,18.365,10886800,16.024467
"2011-04-05",18.305,18.344999,18.094999,18.200001,10749800,15.880491
"2011-04-06",18.32,18.440001,18.025,18.195,8032800,15.876128
"2011-04-07",18.084999,18.219999,17.82,17.950001,11949800,15.662351
"2011-04-08",18.014999,18.174999,17.700001,17.885,11012600,15.605635
"2011-04-11",17.940001,18.1,17.605,17.745001,9580000,15.483478
"2011-04-12",17.615,17.92,17.615,17.885,10411200,15.605635
"2011-04-13",17.965,18.084999,17.815001,17.905001,9128800,15.623092
"2011-04-14",17.715,17.985001,17.65,17.985001,9797000,15.692897
"2011-04-15",17.995001,18.200001,17.809999,18.190001,12734000,15.871768
"2011-04-18",17.91,17.940001,17.5,17.905001,11133400,15.623092
"2011-04-19",17.91,18.145,17.865,18.08,10574400,15.775785
"2011-04-20",18.275,18.5,18.264999,18.445,13098800,16.094267
"2011-04-21",18.355,18.620001,18.334999,18.5,12950400,16.142258
"2011-04-25",18.51,18.559999,18.315001,18.434999,8155600,16.085541
"2011-04-26",18.559999,18.635,18.190001,18.299999,1.4e+07,15.967746
"2011-04-27",18.4,18.639999,18.360001,18.594999,18333400,16.225147
"2011-04-28",18.25,18.74,18.174999,18.440001,22800000,16.089907
"2011-04-29",18.424999,18.475,18.049999,18.1,40080600,15.793232
"2011-05-02",18.24,18.42,18.135,18.34,15180600,16.002651
"2011-05-03",18.25,18.285,17.9,18.15,12200000,15.836866
"2011-05-04",18.155001,18.325001,17.975,18.285,11642400,15.954658
"2011-05-05",18.200001,18.535,18.16,18.25,9600000,15.924117
"2011-05-06",18.485001,18.834999,18.25,18.264999,13060600,15.937206
"2011-05-09",18.254999,18.32,18.040001,18.059999,9809200,15.814611
"2011-05-10",18.174999,18.235001,17.975,18.115,12490200,15.862775
"2011-05-11",18.08,18.174999,17.75,17.895,1.3e+07,15.670127
"2011-05-12",17.870001,18.25,17.809999,18.225,9e+06,15.9591
"2011-05-13",18.219999,18.285,17.959999,18.075001,10403000,15.827747
"2011-05-16",17.99,18.025,17.555,17.58,14121000,15.39429
"2011-05-17",17.49,17.66,17.42,17.65,17533000,15.45559
"2011-05-18",17.735001,18.34,17.625,18.305,21646600,16.02915
"2011-05-19",18.325001,18.674999,18.325001,18.57,15704000,16.261204
"2011-05-20",18.495001,18.594999,18.195,18.305,10537400,16.02915
"2011-05-23",18,18.375,17.969999,18.219999,12200000,15.954723
"2011-05-24",18.17,18.290001,18.049999,18.145,9726600,15.889049
"2011-05-25",18.165001,18.174999,18.014999,18.059999,9543600,15.814611
"2011-05-26",17.950001,18.290001,17.93,18.219999,9755600,15.954723
"2011-05-27",18.184999,18.295,18.115,18.23,5979400,15.96348
"2011-05-31",18.379999,18.455,18.245001,18.395,9981600,16.107969
"2011-06-01",18.27,18.375,17.950001,17.99,17077400,15.753317
"2011-06-02",18.01,18.110001,17.83,17.959999,7996000,15.727043
"2011-06-03",17.700001,17.745001,17.514999,17.58,14620600,15.39429
"2011-06-06",17.809999,18.305,17.745001,17.870001,18604600,15.648232
"2011-06-07",18,18.135,17.955,17.965,10256000,15.731422
"2011-06-08",17.91,18.07,17.775,17.870001,10322000,15.648232
"2011-06-09",17.879999,17.91,17.75,17.764999,9205200,15.556289
"2011-06-10",17.700001,17.75,17.5,17.559999,11580200,15.376777
"2011-06-13",17.57,17.735001,17.305,17.450001,12837800,15.280455
"2011-06-14",17.565001,17.700001,17.530001,17.635,10093600,15.442451
"2011-06-15",17.395,17.655001,17.35,17.43,9941400,15.26294
"2011-06-16",17.379999,17.674999,17.370001,17.57,13050600,15.385536
"2011-06-17",17.780001,17.905001,17.610001,17.719999,13684200,15.516888
"2011-06-20",17.674999,18.01,17.575001,17.915001,11542000,15.68764
"2011-06-21",18.004999,18.424999,17.889999,18.365,13432600,16.081692
"2011-06-22",18.299999,18.76,18.195,18.639999,18038800,16.322496
"2011-06-23",18.434999,18.870001,18.405001,18.865,19344000,16.519524
"2011-06-24",18.834999,18.950001,18.615,18.674999,10170600,16.353149
"2011-06-27",18.610001,19.01,18.51,18.995001,12108800,16.633364
"2011-06-28",19,19.635,18.934999,19.625,17963000,17.185038
"2011-06-29",19.615,19.875,19.559999,19.715,14026600,17.263845
"2011-06-30",19.844999,19.895,19.709999,19.745001,11001200,17.290117
"2011-07-01",19.809999,20.129999,19.75,20.094999,12878200,17.596601
"2011-07-05",20.084999,20.555,19.885,20.475,14526200,17.929358
"2011-07-06",20.415001,20.450001,20.18,20.209999,12412600,17.6973
"2011-07-07",19.950001,20.25,19.715,20.16,21658800,17.653526
"2011-07-08",19.93,20.200001,19.91,20.174999,11212200,17.666653
"2011-07-11",19.99,20.145,19.725,19.870001,11262800,17.399584
"2011-07-12",19.895,20.139999,19.764999,19.785,11748000,17.325146
"2011-07-13",19.905001,20.125,19.75,19.790001,11240600,17.329525
"2011-07-14",19.775,19.91,19.450001,19.565001,13389400,17.1325
"2011-07-15",19.575001,19.9,19.540001,19.9,13315400,17.425848
"2011-07-18",19.76,19.940001,19.58,19.700001,8714400,17.250713
"2011-07-19",19.905001,20.18,19.855,20.16,11502800,17.653526
"2011-07-20",20.105,20.110001,19.639999,19.915001,11156200,17.438978
"2011-07-21",20.02,20.299999,19.870001,20.190001,12382600,17.679798
"2011-07-22",20.254999,20.360001,20.125,20.174999,6390000,17.666653
"2011-07-25",20.059999,20.225,19.959999,20.200001,10084000,17.688545
"2011-07-26",20.245001,20.25,20,20.09,10752400,17.592222
"2011-07-27",20.299999,20.450001,19.450001,19.485001,14904200,17.062447
"2011-07-28",19.940001,20.325001,19.700001,19.99,29309800,17.504652
"2011-07-29",19.945,20.445,19.620001,20.045,31177400,17.55282
"2011-08-01",20.219999,20.385,19.65,19.9,16245600,17.425848
"2011-08-02",19.705,19.83,19.290001,19.305,16162600,16.904823
"2011-08-03",19.305,19.66,18.985001,19.639999,14852600,17.198166
"2011-08-04",19.375,19.58,18.445,18.450001,20348400,16.156128
"2011-08-05",18.59,18.815001,17.780001,18.360001,26812600,16.077309
"2011-08-08",18.075001,18.26,17.02,17.025,34481200,14.961258
"2011-08-09",17.174999,18.02,16.860001,18.02,32199800,15.835649
"2011-08-10",17.66,17.98,17.305,17.379999,28255600,15.273231
"2011-08-11",17.52,18.77,17.415001,18.555,23164200,16.305794
"2011-08-12",18.584999,18.785,18.360001,18.68,12965200,16.415646
"2011-08-15",18.76,19.235001,18.76,19.209999,15646000,16.881397
"2011-08-16",19.055,19.59,18.879999,19.445,22626400,17.08791
"2011-08-17",19.5,19.754999,19.040001,19.35,12721200,17.004431
"2011-08-18",18.645,18.655001,17.07,17.375,42977200,15.268836
"2011-08-19",17.379999,18.075001,17.190001,17.549999,25589800,15.422623
"2011-08-22",18,18.190001,17.375,17.445,17908000,15.330351
"2011-08-23",17.59,18.389999,17.5,18.365,18616400,16.138828
"2011-08-24",18.290001,18.73,18.190001,18.684999,15714600,16.420038
"2011-08-25",18.684999,18.9,18.125,18.209999,12229600,16.002611
"2011-08-26",18.16,18.834999,17.865,18.695,16390400,16.428825
"2011-08-29",18.9,19.040001,18.785,19.025,9498800,16.718821
"2011-08-30",18.975,19.375,18.879999,19.25,10331600,16.916546
"2011-08-31",19.315001,19.639999,19.165001,19.309999,14593400,16.969278
"2011-09-01",19.42,19.545,19.025,19.094999,11582800,16.780333
"2011-09-02",18.84,19.025,18.67,18.745001,9762400,16.472767
"2011-09-06",18.26,18.92,18.209999,18.875,12270000,16.587004
"2011-09-07",19.094999,19.684999,18.98,19.59,16797800,17.215336
"2011-09-08",19.49,19.695,19.344999,19.459999,15773800,17.101095
"2011-09-09",19.309999,19.375,18.525,18.655001,21029200,16.393669
"2011-09-12",18.344999,18.940001,18.344999,18.825001,16245000,16.543068
"2011-09-13",18.855,19.155001,18.834999,19.094999,12318800,16.780333
"2011-09-14",19.25,19.5,18.915001,19.275,18162600,16.938517
"2011-09-15",19.5,19.75,19.455,19.535,15151200,17.167004
"2011-09-16",19.610001,19.695,19.334999,19.6,18701400,17.224121
"2011-09-19",19.440001,20.705,19.405001,20.58,21342600,18.085331
"2011-09-20",20.549999,21,20.219999,20.540001,17996400,18.050184
"2011-09-21",20.5,20.75,19.934999,19.950001,15697400,17.531696
"2011-09-22",19.495001,19.705,18.875,19.305,21396600,16.964884
"2011-09-23",19.115,19.735001,19,19.355,16213400,17.008821
"2011-09-26",19.445,19.764999,19,19.745001,16568200,17.351547
"2011-09-27",20.07,20.42,19.799999,19.924999,12766600,17.509731
"2011-09-28",20,20.205,19.66,19.715,12143200,17.32518
"2011-09-29",20.105,20.245001,18.475,19.084999,25054000,16.771553
"2011-09-30",18.82,19.165001,18.6,18.645,17043200,16.384886
"2011-10-03",18.424999,18.530001,18.025,18.1,27620000,15.905952
"2011-10-04",17.780001,18.655001,17.559999,18.625,24689200,16.367317
"2011-10-05",18.719999,19.16,18.42,19.025,17616200,16.718821
"2011-10-06",19.065001,19.365,18.844999,19.25,11464200,16.916546
"2011-10-07",19.344999,19.945,19.280001,19.629999,16811000,17.250484
"2011-10-10",19.91,20.715,19.860001,20.459999,14021400,17.979876
"2011-10-11",20.285,20.82,20.215,20.665001,15037000,18.160023
"2011-10-12",20.785,20.99,20.565001,20.754999,12959200,18.239115
"2011-10-13",20.6,20.82,20.424999,20.545,12750400,18.054571
"2011-10-14",20.754999,21.110001,20.690001,21.110001,11249000,18.551086
"2011-10-17",20.98,20.98,20.49,20.58,10459800,18.085331
"2011-10-18",20.629999,21.469999,20.385,21.225,15201000,18.652145
"2011-10-19",21,21.285,20.360001,20.459999,13861600,17.979876
"2011-10-20",20.455,20.815001,20.325001,20.495001,9322000,18.010633
"2011-10-21",20.780001,21.225,20.605,21.045,13940000,18.493965
"2011-10-24",21.105,21.49,21.02,21.27,12206800,18.691689
"2011-10-25",21.215,21.245001,20.58,20.639999,14038400,18.138056
"2011-10-26",20.865,21.094999,20.360001,20.700001,12060000,18.190783
"2011-10-27",21.235001,21.715,21.004999,21.535,12129600,18.924566
"2011-10-28",21.485001,21.610001,21.07,21.25,11935400,18.67412
"2011-10-31",21.135,21.565001,21.075001,21.18,10543000,18.612598
"2011-11-01",20.665001,20.934999,20.459999,20.615,15438800,18.116087
"2011-11-02",20.875,20.959999,20.465,20.59,13484000,18.094118
"2011-11-03",20.76,20.91,20.275,20.700001,21705600,18.190783
"2011-11-04",21.459999,22.344999,21.334999,22.094999,34216000,19.416683
"2011-11-07",21.975,22.35,21.875,22.115,20936000,19.434256
"2011-11-08",22.190001,22.325001,21.66,22.18,12079800,19.491383
"2011-11-09",21.684999,21.945,21.405001,21.475,16248000,18.87184
