"","GILD.Open","GILD.High","GILD.Low","GILD.Close","GILD.Volume","GILD.Adjusted"
"2009-04-22",23.115,23.865,22.985001,23.110001,29239000,20.624613
"2009-04-23",23.049999,23.23,22.459999,22.950001,18046400,20.481812
"2009-04-24",22.875,23.059999,22.709999,22.9,12592400,20.437193
"2009-04-27",23.834999,23.950001,23.35,23.764999,24713200,21.209167
"2009-04-28",23.955,24.115,23.76,23.799999,14974000,21.240404
"2009-04-29",24.004999,24.1,23.344999,23.48,13863000,20.954813
"2009-04-30",23.684999,23.74,22.549999,22.9,23699800,20.437193
"2009-05-01",22.975,22.975,22.235001,22.405001,11638400,19.995432
"2009-05-04",22.549999,22.719999,22.225,22.450001,13826200,20.035593
"2009-05-05",22.495001,22.495001,22.1,22.26,13457800,19.866028
"2009-05-06",22.290001,22.315001,21.715,22.014999,16888600,19.647373
"2009-05-07",22.105,22.815001,21.965,22.715,24887800,20.272091
"2009-05-08",22.334999,22.620001,21.844999,22.004999,24929200,19.638449
"2009-05-11",21.985001,22.465,21.855,22.325001,14807800,19.92403
"2009-05-12",22.434999,22.535,22.055,22.27,13142600,19.87495
"2009-05-13",22.035,22.5,22,22.200001,12885800,19.812477
"2009-05-14",22.125,22.594999,22.01,22.1,12404000,19.723234
"2009-05-15",22.01,22.09,21.674999,21.875,13385400,19.522432
"2009-05-18",21.825001,21.85,21.504999,21.68,17299000,19.348402
"2009-05-19",21.575001,21.59,21.049999,21.344999,20013000,19.049427
"2009-05-20",21.504999,21.594999,21.035,21.16,18052000,18.884327
"2009-05-21",21.299999,21.540001,21.125,21.280001,19695400,18.991421
"2009-05-22",21.264999,21.475,21.09,21.165001,10906000,18.88879
"2009-05-26",21,21.475,20.735001,21.235001,15754000,18.95126
"2009-05-27",21.355,21.365,20.655001,20.719999,17053400,18.491644
"2009-05-28",20.77,21.235001,20.665001,21.01,14688200,18.750458
"2009-05-29",21,21.59,20.715,21.549999,18547400,19.23238
"2009-06-01",21.575001,21.82,21.205,21.385,14789600,19.085129
"2009-06-02",21.200001,21.715,21.139999,21.545,15986600,19.227919
"2009-06-03",21.549999,22.57,21.424999,22.365,23853600,19.95973
"2009-06-04",22.344999,22.75,22.344999,22.459999,14810800,20.044516
"2009-06-05",22.545,22.700001,22.145,22.290001,13303600,19.892797
"2009-06-08",22.035,22.545,22.035,22.245001,11461000,19.852636
"2009-06-09",22.200001,22.389999,22.125,22.290001,12062800,19.892797
"2009-06-10",22.18,22.405001,21.775,22.139999,14655600,19.758926
"2009-06-11",22.01,22.440001,22.01,22.094999,16879200,19.718765
"2009-06-12",22,22.610001,21.965,22.469999,19583800,20.053438
"2009-06-15",22.5,22.5,21.860001,21.965,15110600,19.602749
"2009-06-16",22.035,22.360001,21.965,22.08,13666200,19.705381
"2009-06-17",22.174999,22.995001,22.08,22.764999,18863400,20.316711
"2009-06-18",22.879999,23.475,22.665001,23.25,18400800,20.749556
"2009-06-19",23.5,23.905001,23.315001,23.51,21652400,20.981592
"2009-06-22",23.275,23.360001,22.93,23.16,14520600,20.669233
"2009-06-23",23.190001,23.540001,23.110001,23.33,13971000,20.820948
"2009-06-24",23.295,23.450001,22.98,23.264999,14614800,20.762941
"2009-06-25",23.065001,23.99,22.969999,23.940001,17494600,21.365349
"2009-06-26",23.535,23.865,23.535,23.76,14399800,21.204704
"2009-06-29",23.73,23.83,23.26,23.684999,9716000,21.137766
"2009-06-30",23.565001,23.75,23.325001,23.42,17196600,20.901272
"2009-07-01",23.424999,23.795,23.370001,23.415001,12284600,20.896809
"2009-07-02",23.254999,23.35,22.950001,22.950001,13800000,20.481812
"2009-07-06",22.99,23.125,22.625,22.875,13701600,20.414885
"2009-07-07",22.834999,22.895,22.59,22.594999,14383400,20.164993
"2009-07-08",22.870001,22.915001,22.379999,22.459999,17053200,20.044516
"2009-07-09",22.434999,22.475,22.200001,22.355,12122000,19.950806
"2009-07-10",22.315001,22.485001,22.18,22.219999,12000800,19.830326
"2009-07-13",22.235001,22.66,22.07,22.645,13291600,20.209621
"2009-07-14",22.674999,22.815001,22.375,22.455,11818600,20.040054
"2009-07-15",22.695,23.02,22.455,22.91,16626400,20.446115
"2009-07-16",22.950001,23.610001,22.905001,23.434999,17973400,20.914658
"2009-07-17",24,24.25,23.83,23.915001,24741600,21.343035
"2009-07-20",23.915001,24.075001,23.594999,23.985001,14780600,21.405506
"2009-07-21",23.950001,24.295,23.805,24.275,18786000,21.664318
"2009-07-22",23.205,24,23.200001,23.93,25395400,21.356426
"2009-07-23",23.879999,24.459999,23.799999,24.17,22720600,21.570614
"2009-07-24",24.025,24.285,23.844999,24.215,12666000,21.610773
"2009-07-27",24.285,24.5,24.184999,24.475,11362800,21.842808
"2009-07-28",24.5,24.91,24.4,24.865,15495400,22.19087
"2009-07-29",24.700001,24.98,24.695,24.905001,10812200,22.226568
"2009-07-30",24.905001,25,24.690001,24.790001,14443000,22.123932
"2009-07-31",24.950001,24.950001,24.440001,24.465,9645200,21.833885
"2009-08-03",24.58,24.780001,24.309999,24.639999,9856800,21.990061
"2009-08-04",24.455,24.559999,23.690001,23.915001,17985800,21.343035
"2009-08-05",23.905001,23.955,23.34,23.42,18380400,20.901272
"2009-08-06",23.445,23.545,22.709999,22.725,20570600,20.281019
"2009-08-07",23.17,23.25,22.799999,22.879999,15886200,20.419346
"2009-08-10",22.965,23.135,22.77,23,12255800,20.52644
"2009-08-11",22.799999,23.115,22.615,22.825001,12465200,20.370264
"2009-08-12",22.945,23.25,22.775,22.924999,15619200,20.459507
"2009-08-13",22.995001,22.995001,22.49,22.594999,12510800,20.164993
"2009-08-14",22.51,22.525,22.055,22.475,15439600,20.057899
"2009-08-17",22.075001,22.389999,22.040001,22.120001,13408000,19.741085
"2009-08-18",22.309999,22.325001,22.014999,22.16,12250200,19.776779
"2009-08-19",22.01,22.655001,21.905001,22.610001,13706600,20.178387
"2009-08-20",22.715,23.16,22.555,22.985001,19089400,20.513052
"2009-08-21",23.195,23.434999,22.975,23.045,15992000,20.566597
"2009-08-24",23.075001,23.09,22.780001,23,11931200,20.52644
"2009-08-25",22.915001,23.385,22.860001,23.125,11591600,20.637997
"2009-08-26",23.115,23.280001,23.030001,23.115,10018800,20.629072
"2009-08-27",23.004999,23.08,22.625,22.91,11176800,20.446115
"2009-08-28",23.01,23.125,22.424999,22.625,11889200,20.191767
"2009-08-31",22.495001,22.700001,22.355,22.530001,12868600,20.106987
"2009-09-01",22.440001,23.025,22.34,22.559999,15039400,20.13376
"2009-09-02",22.594999,22.875,22.465,22.645,12831800,20.209621
"2009-09-03",22.844999,22.875,22.5,22.73,9687800,20.285479
"2009-09-04",22.705,23.145,22.705,23.065001,9445200,20.584452
"2009-09-08",23.200001,23.445,22.975,23.415001,13122200,20.896809
"2009-09-09",23.42,23.764999,23.360001,23.605,15506400,21.066374
"2009-09-10",23.905001,23.915001,23.02,23.17,19429800,20.67816
"2009-09-11",23.23,23.290001,22.875,23.049999,14806400,20.571062
"2009-09-14",23.01,23.355,22.950001,23.264999,10939600,20.762941
"2009-09-15",23.26,23.440001,23.040001,23.040001,12892600,20.56214
"2009-09-16",23.174999,23.309999,22.955,23.155001,11154800,20.66477
"2009-09-17",23.205,23.285,22.74,22.915001,17634000,20.450584
"2009-09-18",23.1,23.120001,22.65,22.879999,18124000,20.419346
"2009-09-21",22.93,23.375,22.915001,23.315001,10566600,20.807568
"2009-09-22",23.190001,23.34,22.995001,23.065001,13609000,20.584452
"2009-09-23",23.125,23.25,22.875,22.940001,10897000,20.472893
"2009-09-24",22.885,23.165001,22.75,23,11423600,20.52644
"2009-09-25",22.945,23.379999,22.875,23.1,13000400,20.615683
"2009-09-28",23.035,23.745001,23,23.540001,11882400,21.008368
"2009-09-29",23.504999,23.555,23.07,23.24,10753200,20.740625
"2009-09-30",23.275,23.34,22.950001,23.25,13156000,20.749556
"2009-10-01",23.17,23.254999,22.65,22.65,16157000,20.214077
"2009-10-02",22.65,22.754999,22.23,22.254999,20574000,19.861561
"2009-10-05",22.455,22.65,22.235001,22.5,14510400,20.080217
"2009-10-06",22.559999,22.9,22.32,22.860001,13891000,20.401501
"2009-10-07",22.775,22.870001,22.535,22.655001,9863600,20.218548
"2009-10-08",22.74,22.77,22.514999,22.610001,10748800,20.178387
"2009-10-09",22.625,22.684999,22.504999,22.65,9356800,20.214077
"2009-10-12",22.76,22.825001,22.525,22.59,10038200,20.160536
"2009-10-13",22.615,22.809999,22.57,22.785,12286800,20.334562
"2009-10-14",22.889999,23.135,22.74,23.025,12807200,20.548756
"2009-10-15",23.02,23.344999,23.02,23.315001,19572400,20.807568
"2009-10-16",23.245001,23.254999,22.969999,23.084999,11598800,20.602299
"2009-10-19",23.15,23.504999,23.035,23.405001,15000200,20.887884
"2009-10-20",23.254999,23.33,22.895,23.059999,17391600,20.579983
"2009-10-21",22.635,22.684999,21.9,22.665001,47581200,20.227465
"2009-10-22",22.295,22.545,22.24,22.299999,30685600,19.901724
"2009-10-23",22.08,22.295,21.865,21.915001,29558600,19.558125
"2009-10-26",22.01,22.125,21.440001,21.715,18314600,19.379637
"2009-10-27",21.715,22,21.450001,21.559999,14408600,19.241308
"2009-10-28",21.545,21.75,21.24,21.290001,15707600,19.000345
"2009-10-29",21.325001,21.5,21.155001,21.469999,16084000,19.160984
"2009-10-30",21.455,21.645,21.24,21.275,25506800,18.986958
"2009-11-02",21.48,21.575001,21.200001,21.334999,14942800,19.040506
"2009-11-03",21.215,22.014999,21.215,21.9,22102400,19.544739
"2009-11-04",22.059999,22.15,21.785,21.934999,14806600,19.575974
"2009-11-05",22.030001,22.790001,21.975,22.75,27356600,20.303329
"2009-11-06",22.745001,23.305,22.700001,23.129999,17304600,20.642456
"2009-11-09",23.215,23.290001,22.934999,23.290001,19425000,20.78525
"2009-11-10",23.110001,23.57,23.045,23.405001,15565000,20.887884
"2009-11-11",23.6,23.73,23.375,23.57,12273200,21.035137
"2009-11-12",23.655001,23.719999,23.370001,23.440001,10551800,20.919123
"2009-11-13",23.389999,23.635,23.334999,23.525,10389600,20.994978
"2009-11-16",23.629999,23.764999,23.465,23.715,13644000,21.164545
"2009-11-17",23.645,23.75,23.51,23.745001,7468600,21.19132
"2009-11-18",23.635,23.645,23.165001,23.389999,12885200,20.874498
"2009-11-19",23.125,23.33,22.950001,23.26,10877000,20.75848
"2009-11-20",23.145,23.32,23.02,23.195,9872600,20.700466
"2009-11-23",23.465,23.565001,23.27,23.504999,9696400,20.977129
"2009-11-24",23.565001,23.684999,23.285,23.48,8719800,20.954813
"2009-11-25",23.525,23.559999,23.360001,23.49,5275800,20.963741
"2009-11-27",23,23.440001,22.885,23.280001,4503400,20.776325
"2009-11-30",23.23,23.275,22.965,23.055,14544600,20.575527
"2009-12-01",22.895,23.309999,22.82,23.200001,18633800,20.704931
"2009-12-02",23.23,23.405001,23.16,23.27,11494600,20.767403
"2009-12-03",23.205,23.5,23.09,23.129999,14797200,20.642456
"2009-12-04",23.299999,23.504999,23.17,23.295,9625200,20.789715
"2009-12-07",23.25,23.455,23.209999,23.309999,7998000,20.803101
"2009-12-08",23.07,23.24,22.955,23.059999,11028800,20.579983
"2009-12-09",23.08,23.094999,22.690001,23,9364400,20.52644
"2009-12-10",23.025,23.344999,22.985001,23.145,15105000,20.655848
"2009-12-11",23.08,23.355,23.08,23.209999,7782200,20.71385
"2009-12-14",23.225,23.59,23.225,23.48,10289600,20.954813
"2009-12-15",22.950001,23.139999,22.415001,22.655001,29395800,20.218548
"2009-12-16",22.690001,22.73,21.475,21.615,46600200,19.290392
"2009-12-17",21.530001,21.725,21.360001,21.6,21901600,19.277
"2009-12-18",21.754999,21.780001,21.305,21.415001,31328400,19.111904
"2009-12-21",21.514999,21.795,21.5,21.58,15738600,19.259159
"2009-12-22",21.67,21.875,21.559999,21.620001,11745200,19.294855
"2009-12-23",21.639999,21.684999,21.469999,21.504999,10613400,19.192221
"2009-12-24",21.504999,21.540001,21.375,21.5,4028200,19.187761
"2009-12-28",21.575001,21.715,21.450001,21.629999,8706600,19.303772
"2009-12-29",21.67,21.825001,21.575001,21.735001,8677200,19.397488
"2009-12-30",21.735001,21.99,21.67,21.9,10163400,19.544739
"2009-12-31",21.99,21.99,21.625,21.635,10998800,19.308241
"2010-01-04",21.695,21.860001,21.545,21.65,16809000,19.321627
"2010-01-05",21.68,21.705,21.35,21.629999,20788200,19.303772
"2010-01-06",22,22.504999,21.805,22.379999,32750400,19.973116
"2010-01-07",22.375,22.575001,22.280001,22.434999,20892600,20.0222
"2010-01-08",22.48,22.549999,22.125,22.27,17618400,19.87495
"2010-01-11",22.195,22.514999,22.15,22.445,17399000,20.03113
"2010-01-12",22.5,22.530001,22.264999,22.475,13968600,20.057899
"2010-01-13",22.575001,22.934999,22.440001,22.754999,17846200,20.307789
"2010-01-14",22.950001,22.995001,22.6,22.73,16884800,20.285479
"2010-01-15",22.635,22.995001,22.389999,22.76,19067400,20.31225
"2010-01-19",22.879999,23.299999,22.865,23.139999,20906400,20.651386
"2010-01-20",23.15,23.174999,22.719999,23.025,15961200,20.548756
"2010-01-21",23.120001,23.25,22.594999,22.889999,24302200,20.428268
"2010-01-22",23.035,23.209999,22.825001,23.040001,22095000,20.56214
"2010-01-25",23.18,23.205,22.84,22.855,20666200,20.397032
"2010-01-26",22.795,22.799999,22.344999,22.434999,20806200,20.0222
"2010-01-27",23.540001,24.16,23.434999,24.02,56743600,21.436745
"2010-01-28",23.615,23.975,23.450001,23.754999,27932400,21.200239
"2010-01-29",23.795,24.25,23.75,24.135,25100600,21.539373
"2010-02-01",24.120001,24.174999,23.809999,23.905001,18501800,21.33411
"2010-02-02",23.825001,24.280001,23.745001,24.280001,20596800,21.668779
"2010-02-03",24.110001,24.15,23.58,23.77,27632000,21.213631
"2010-02-04",23.709999,23.73,23.184999,23.235001,23467600,20.736168
"2010-02-05",23.195,23.43,22.725,23.190001,28918200,20.696005
"2010-02-08",23.15,23.24,22.834999,23.045,15454800,20.566597
"2010-02-09",23.285,23.5,23.025,23.15,18992000,20.660307
"2010-02-10",23.219999,23.395,22.844999,22.985001,22741600,20.513052
"2010-02-11",22.905001,23.540001,22.795,23.379999,22954200,20.865574
"2010-02-12",23.205,23.555,23.105,23.504999,19065200,20.977129
"2010-02-16",23.99,24.02,23.15,23.434999,26284000,20.914658
"2010-02-17",23.48,24.5,23.469999,24.325001,35693800,21.708941
"2010-02-18",24.375,24.75,24.33,24.725,25876400,22.065926
"2010-02-19",24.549999,24.719999,24.389999,24.42,23377800,21.793724
"2010-02-22",24.275,24.4,23.809999,23.940001,27884200,21.365349
"2010-02-23",24,24.049999,23.645,23.674999,20081400,21.128845
"2010-02-24",23.809999,23.99,23.645,23.780001,18946400,21.222553
"2010-02-25",23.5,23.735001,23.299999,23.705,23808400,21.155619
"2010-02-26",23.754999,23.84,23.535,23.805,18997200,21.244864
"2010-03-01",23.995001,24.075001,23.695,23.754999,18722400,21.200239
"2010-03-02",23.620001,23.780001,23.495001,23.77,15558400,21.213631
"2010-03-03",23.655001,23.834999,23.625,23.785,17649400,21.227018
"2010-03-04",23.684999,23.705,23.365,23.530001,19900000,20.999443
"2010-03-05",23.465,23.825001,23.459999,23.805,16142200,21.244864
"2010-03-08",23.705,23.77,23.379999,23.504999,14617400,20.977129
"2010-03-09",23.4,23.870001,23.4,23.719999,14542000,21.169004
"2010-03-10",23.75,23.875,23.625,23.639999,12711200,21.09761
"2010-03-11",23.555,23.66,23.315001,23.549999,18272600,21.01729
"2010-03-12",23.875,23.875,23.475,23.709999,16998400,21.160082
"2010-03-15",23.735001,23.870001,23.594999,23.76,12463000,21.204704
"2010-03-16",23.77,23.799999,23.610001,23.735001,10754000,21.182396
"2010-03-17",23.795,23.795,23.450001,23.59,15564400,21.052988
"2010-03-18",23.67,23.75,23.49,23.709999,11149200,21.160082
"2010-03-19",23.844999,24,23.450001,23.934999,38567800,21.360882
"2010-03-22",23.959999,24.325001,23.895,24.075001,14699000,21.48583
"2010-03-23",24.209999,24.219999,23.715,23.879999,17343600,21.311802
"2010-03-24",23.73,23.885,23.549999,23.645,14502400,21.102074
"2010-03-25",23.684999,23.75,22.879999,22.975,40254200,20.504133
"2010-03-26",23.115,23.174999,22.49,22.67,23744600,20.231934
"2010-03-29",22.67,23.110001,22.665001,22.940001,14648600,20.472893
"2010-03-30",23.035,23.07,22.65,22.805,15933800,20.352411
"2010-03-31",22.83,22.875,22.665001,22.735001,14102400,20.289938
"2010-04-01",22.76,23.01,22.639999,22.82,11188600,20.365799
"2010-04-05",23.014999,23.094999,22.705,22.92,12673800,20.455046
"2010-04-06",22.77,22.889999,22.709999,22.754999,11472200,20.307789
"2010-04-07",22.84,22.84,22.605,22.725,11920000,20.281019
"2010-04-08",22.75,22.985001,22.549999,22.91,15041600,20.446115
"2010-04-09",22.905001,22.98,22.754999,22.9,14091600,20.437193
"2010-04-12",22.905001,23.055,22.85,22.934999,12800000,20.468433
"2010-04-13",22.969999,23.305,22.879999,23.174999,24087200,20.682617
"2010-04-14",22.965,23.309999,22.9,23.030001,16827400,20.553217
"2010-04-15",22.969999,23.09,22.6,22.66,17586200,20.223005
"2010-04-16",22.639999,22.940001,22.625,22.85,18808200,20.392572
"2010-04-19",22.870001,22.985001,22.6,22.870001,14048800,20.410421
"2010-04-20",22.83,22.99,22.379999,22.535,27776200,20.11145
"2010-04-21",20.99,21.25,19.950001,20.379999,146440000,18.188213
"2010-04-22",20.525,20.809999,20.235001,20.295,80492800,18.112354
"2010-04-23",20.49,20.879999,20.43,20.834999,41925200,18.594276
"2010-04-26",20.775,20.799999,20.264999,20.280001,30009600,18.098967
"2010-04-27",20.475,20.575001,20.1,20.184999,35050800,18.014179
"2010-04-28",20.18,20.434999,20.120001,20.34,27811600,18.152515
"2010-04-29",20.379999,20.540001,20.16,20.200001,33514600,18.027571
"2010-04-30",20.535,20.549999,19.775,19.855,40693800,17.719675
"2010-05-03",19.834999,20.059999,19.775,19.879999,25135400,17.741982
"2010-05-04",19.68,19.754999,19.209999,19.264999,41827800,17.193121
"2010-05-05",19.24,20.184999,19.135,20.105,50234200,17.942785
"2010-05-06",19.879999,20.125,19.004999,19.59,39024000,17.48317
"2010-05-07",19.504999,19.66,19.040001,19.184999,38054400,17.121729
"2010-05-10",19.305,19.895,19.02,19.190001,38259200,17.126192
"2010-05-11",19.465,20.129999,19.365,19.629999,30899800,17.518869
"2010-05-12",19.795,20.110001,19.674999,20.075001,27321400,17.916012
"2010-05-13",20.094999,20.174999,19.715,19.735001,19181200,17.612576
"2010-05-14",19.75,19.860001,18.775,18.889999,55320400,16.858456
"2010-05-17",18.85,19.145,18.73,19.115,27792600,17.059258
"2010-05-18",19.115,19.434999,19.065001,19.139999,21212600,17.081566
"2010-05-19",19.200001,19.719999,19.049999,19.5,34776800,17.402849
"2010-05-20",19.285,19.32,18.465,18.485001,49437000,16.497011
"2010-05-21",18.190001,18.59,18.045,18.285,38691400,16.318521
"2010-05-24",18.084999,18.434999,17.959999,18.174999,25030400,16.22035
"2010-05-25",18.08,18.135,17.809999,18.09,28089600,16.144491
"2010-05-26",18.105,18.35,17.389999,17.41,43798600,15.537621
"2010-05-27",17.75,18.145,17.625,18.120001,32930600,16.171268
"2010-05-28",18.184999,18.235001,17.93,17.959999,26511400,16.028473
"2010-06-01",17.91,18.145,17.705,17.715,18942400,15.809821
"2010-06-02",17.91,18.004999,17.605,18,26167600,16.064171
"2010-06-03",17.924999,18.16,17.795,17.950001,22404000,16.019548
"2010-06-04",17.555,17.74,17.280001,17.355,33902000,15.488536
"2010-06-07",17.405001,17.495001,17.18,17.219999,26449600,15.368054
"2010-06-08",17.225,17.254999,16.42,16.73,50593400,14.930753
"2010-06-09",16.790001,16.889999,16.440001,16.455,32348400,14.68533
"2010-06-10",16.575001,16.950001,16.540001,16.860001,26437200,15.046772
"2010-06-11",16.85,17.325001,16.75,17.264999,23324800,15.408216
"2010-06-14",17.370001,17.629999,17.285,17.32,18547200,15.457303
"2010-06-15",17.370001,17.785,17.344999,17.764999,21942400,15.854447
"2010-06-16",17.635,18.065001,17.299999,17.905001,21575600,15.979386
"2010-06-17",18.01,18.045,17.76,17.985001,19032600,16.050783
"2010-06-18",18.01,18.25,17.875,18.01,27190600,16.073093
"2010-06-21",18.08,18.25,17.975,18.049999,15680200,16.108791
"2010-06-22",17.965,18.395,17.92,17.955,20666400,16.024014
"2010-06-23",17.855,18.215,17.825001,18.105,14890400,16.157875
"2010-06-24",18,18.18,17.805,17.860001,18453400,15.939228
"2010-06-25",17.83,18.41,17.83,18.174999,26453000,16.22035
"2010-06-28",18.24,18.245001,17.745001,17.885,12980400,15.961536
"2010-06-29",17.700001,17.805,17.370001,17.485001,18170800,15.604554
"2010-06-30",17.415001,17.565001,17.129999,17.139999,19945800,15.296659
"2010-07-01",17.120001,17.135,16.65,17.07,23827000,15.23419
"2010-07-02",17.190001,17.58,17.09,17.434999,19527800,15.559933
"2010-07-06",17.555,17.709999,17.209999,17.385,21248000,15.515314
"2010-07-07",17.334999,17.504999,17.135,17.469999,23426800,15.591171
"2010-07-08",17.495001,17.535,17.17,17.41,25102600,15.537621
"2010-07-09",17.365,17.459999,17.235001,17.370001,19020800,15.50193
"2010-07-12",17.35,17.365,17.15,17.24,18961200,15.385907
"2010-07-13",17.32,17.725,17.26,17.6,18014000,15.707191
"2010-07-14",17.665001,17.745001,17.35,17.405001,21826200,15.533166
"2010-07-15",17.450001,17.620001,17.299999,17.450001,21450200,15.573321
"2010-07-16",17.24,17.445,15.915,15.97,62530600,14.252488
"2010-07-19",16,16.58,15.995,16.455,33461400,14.68533
"2010-07-20",16.33,16.52,16.264999,16.5,25984800,14.72549
"2010-07-21",16.290001,16.719999,15.865,16.455,60230200,14.68533
"2010-07-22",16.514999,16.93,16.51,16.889999,29403000,15.073545
"2010-07-23",16.865,16.905001,16.42,16.715,25155800,14.917366
"2010-07-26",16.605,16.85,16.049999,16.695,34005400,14.899517
"2010-07-27",16.715,16.77,16.41,16.695,92023800,14.899517
"2010-07-28",16.75,16.985001,16.58,16.709999,29995600,14.912906
"2010-07-29",17.120001,17.219999,16.575001,16.705,23583000,14.908442
"2010-07-30",16.559999,16.844999,16.545,16.66,21930200,14.868283
"2010-08-02",16.915001,17.290001,16.875,17.23,26386200,15.376984
"2010-08-03",17.195,17.4,17.120001,17.24,15718600,15.385907
"2010-08-04",17.34,17.655001,17.209999,17.610001,23428200,15.716116
"2010-08-05",17.530001,18.055,17.465,17.865,29825400,15.943692
"2010-08-06",17.844999,17.934999,17.65,17.91,22606000,15.983849
"2010-08-09",18.01,18.025,17.799999,17.879999,17472400,15.957073
"2010-08-10",17.795,18.065001,17.684999,17.895,20018000,15.970462
"2010-08-11",17.625,17.690001,17.23,17.280001,23441200,15.421604
"2010-08-12",17.040001,17.405001,17,17.33,19354000,15.466228
"2010-08-13",17.25,17.450001,17.15,17.155001,16060400,15.310049
"2010-08-16",17.129999,17.17,16.85,16.93,21429200,15.109246
"2010-08-17",17.014999,17.299999,16.885,17.075001,20386000,15.238653
"2010-08-18",16.995001,17.075001,16.865,16.885,40228600,15.069084
"2010-08-19",16.815001,16.834999,16.485001,16.565001,27682600,14.783499
"2010-08-20",16.540001,16.559999,16.205,16.32,25738800,14.564848
"2010-08-23",16.475,16.559999,16.395,16.424999,19309600,14.658555
"2010-08-24",16.254999,16.334999,16.045,16.045,31742400,14.319424
"2010-08-25",16.065001,16.415001,16.014999,16.41,25147000,14.645169
"2010-08-26",16.459999,16.465,15.95,16.035,32904000,14.3105
"2010-08-27",16.105,16.290001,15.9,16.26,29399200,14.5113
"2010-08-30",16.174999,16.35,16.1,16.209999,24914400,14.466679
"2010-08-31",16.155001,16.26,15.88,15.915,38403800,14.203404
"2010-09-01",16.045,16.525,16.025,16.51,30595400,14.734414
"2010-09-02",16.450001,16.715,16.365,16.575001,16276800,14.792424
"2010-09-03",16.795,17.025,16.655001,17.01,22362800,15.180643
"2010-09-07",16.995001,16.995001,16.565001,16.615,15668600,14.828122
"2010-09-08",16.645,16.985001,16.645,16.955,14912000,15.131553
"2010-09-09",17.059999,17.075001,16.889999,17.025,10676200,15.194025
"2010-09-10",17.1,17.285,16.985001,17.195,14902600,15.345746
"2010-09-13",17.32,17.32,17.065001,17.195,14581400,15.345746
"2010-09-14",17.110001,17.305,17.110001,17.254999,14648200,15.399294
"2010-09-15",17.290001,17.445,17.139999,17.42,11139600,15.546549
"2010-09-16",17.25,17.5,17.190001,17.485001,14681000,15.604554
"2010-09-17",17.5,17.549999,17.225,17.280001,28283000,15.421604
"2010-09-20",17.280001,17.844999,17.275,17.795,22333800,15.881218
"2010-09-21",17.745001,17.98,17.584999,17.950001,19058600,16.019548
"2010-09-22",17.93,18.25,17.93,18.004999,19668400,16.068632
"2010-09-23",17.945,18.110001,17.85,17.889999,17482000,15.966
"2010-09-24",18.18,18.379999,18.004999,18.275,15356800,16.309597
"2010-09-27",18.205,18.225,17.915001,17.93,10562000,16.001696
"2010-09-28",17.924999,18.275,17.855,18.07,20016000,16.12664
"2010-09-29",17.98,17.985001,17.795,17.934999,15392200,16.006165
"2010-09-30",17.92,18.155001,17.75,17.805,19965400,15.890139
"2010-10-01",17.895,18.115,17.780001,17.879999,13909000,15.957073
"2010-10-04",17.85,17.950001,17.629999,17.68,15809400,15.778584
"2010-10-05",17.879999,18.1,17.785,18.01,18493800,16.073093
"2010-10-06",18.01,18.049999,17.715,17.875,16924400,15.952617
"2010-10-07",17.924999,18.15,17.860001,18.129999,11729600,16.180187
"2010-10-08",18.1,18.245001,17.969999,18.165001,12711800,16.211426
"2010-10-11",18.145,18.215,18.040001,18.105,11039600,16.157875
"2010-10-12",17.98,18.145,17.855,18.055,15559800,16.113258
"2010-10-13",18.145,18.395,18.1,18.34,13482400,16.367607
"2010-10-14",18.41,18.59,18.33,18.395,17538200,16.416689
"2010-10-15",18.6,18.92,18.5,18.865,27616000,16.836143
"2010-10-18",18.959999,18.995001,18.754999,18.77,17064400,16.751362
"2010-10-19",18.75,18.825001,18.245001,18.365,23125800,16.389919
"2010-10-20",18.745001,19.625,18.639999,19.195,40286400,17.130655
"2010-10-21",19.25,19.555,19.25,19.549999,25295000,17.44747
"2010-10-22",19.549999,19.559999,19.334999,19.555,14623600,17.451935
"2010-10-25",19.68,19.915001,19.639999,19.77,20269200,17.643816
"2010-10-26",19.76,19.809999,19.530001,19.805,13541000,17.675055
"2010-10-27",19.615,19.889999,19.5,19.73,15290400,17.608116
"2010-10-28",19.785,19.99,19.75,19.93,13348600,17.786604
"2010-10-29",19.805,19.950001,19.785,19.834999,10234600,17.70182
"2010-11-01",19.955,20.365,19.940001,20.120001,20092200,17.956169
"2010-11-02",20.285,20.299999,20.040001,20.165001,15595000,17.996334
"2010-11-03",20.184999,20.184999,19.754999,19.905001,16858200,17.764296
"2010-11-04",20.014999,20.049999,19.74,19.82,17565000,17.688438
"2010-11-05",19.764999,19.795,19.280001,19.475,23031000,17.380541
"2010-11-08",19.389999,19.455,19.094999,19.415001,22122400,17.326994
"2010-11-09",19.389999,19.440001,19.155001,19.254999,19457800,17.184198
"2010-11-10",19.379999,19.385,19.1,19.365,17807600,17.282368
"2010-11-11",19.27,19.504999,19.184999,19.49,15549800,17.393927
"2010-11-12",19.25,19.35,18.82,18.9,24225600,16.867382
"2010-11-15",18.995001,19.209999,18.905001,19,14754400,16.956625
"2010-11-16",18.950001,19.280001,18.860001,18.915001,19401400,16.880766
"2010-11-17",18.950001,18.995001,18.725,18.85,19755000,16.822758
"2010-11-18",19.01,19.200001,18.870001,18.975,15700200,16.934313
"2010-11-19",19,19.084999,18.895,19.040001,16926600,16.992325
