"","CAG.Open","CAG.High","CAG.Low","CAG.Close","CAG.Volume","CAG.Adjusted"
"2009-10-15",16.428015,16.770428,16.342413,16.762646,6750700,11.547295
"2009-10-16",16.747082,16.949417,16.661478,16.887159,5131000,11.633067
"2009-10-19",16.887159,17.214008,16.887159,17.143969,4680700,11.809975
"2009-10-20",17.182878,17.315176,17.136187,17.175097,3914600,11.831419
"2009-10-21",17.182878,17.424124,17.003891,17.019455,3497600,11.724205
"2009-10-22",16.972763,17.206226,16.770428,17.159533,4086400,11.8207
"2009-10-23",17.159533,17.159533,16.715954,16.77821,4125600,11.558019
"2009-10-26",16.7393,16.902723,16.482491,16.638132,4876500,11.461522
"2009-10-27",16.723736,16.879377,16.56031,16.762646,5020300,11.547295
"2009-10-28",16.536964,16.684824,16.373541,16.381323,4820900,11.420875
"2009-10-29",16.5214,16.63035,16.264591,16.622568,4925100,11.589072
"2009-10-30",16.583658,16.731518,16.342413,16.342413,6099800,11.393751
"2009-11-02",16.443581,16.490273,16.140078,16.256809,5297500,11.334067
"2009-11-03",16.334631,16.334631,15.992218,16.132296,3892500,11.24726
"2009-11-04",16.163424,16.396887,16.101168,16.264591,4378600,11.339495
"2009-11-05",16.272373,16.583658,16.272373,16.568094,4866000,11.551092
"2009-11-06",16.474709,16.653696,16.459145,16.653696,4268300,11.610772
"2009-11-09",16.684824,16.902723,16.684824,16.887159,5275600,11.773541
"2009-11-10",16.832685,16.980545,16.817122,16.894941,3089700,11.778966
"2009-11-11",16.980545,17.182878,16.879377,17.105059,4910200,11.925457
"2009-11-12",17.128405,17.431906,17.112841,17.284046,7598700,12.050245
"2009-11-13",17.33074,17.494164,17.229572,17.43969,4830300,12.158761
"2009-11-16",17.4786,17.501945,17.237354,17.463036,8116000,12.175035
"2009-11-17",17.470818,17.509727,17.354086,17.470818,2439900,12.18046
"2009-11-18",17.431906,17.494164,17.29961,17.392996,2831800,12.126205
"2009-11-19",17.338522,17.494164,17.175097,17.40856,3102100,12.137058
"2009-11-20",17.416342,17.509727,17.284046,17.392996,3498600,12.126205
"2009-11-23",17.486382,17.774319,17.4786,17.556419,3253200,12.240142
"2009-11-24",17.540855,17.587549,17.385214,17.455254,4141000,12.169609
"2009-11-25",17.501945,17.556419,17.385214,17.525291,2040400,12.218443
"2009-11-27",17.245136,17.354086,17.105059,17.2607,1948900,12.03397
"2009-11-30",17.315176,17.354086,17.190662,17.268482,2894400,12.039396
"2009-12-01",17.40856,17.704281,17.36965,17.564203,5063200,12.245571
"2009-12-02",17.556419,17.649805,17.517509,17.595331,4124900,12.267268
"2009-12-03",17.579767,17.696499,17.447472,17.470818,2691900,12.18046
"2009-12-04",17.649805,17.735409,17.40856,17.587549,3294900,12.261847
"2009-12-07",17.540855,17.712063,17.540855,17.595331,2849200,12.267268
"2009-12-08",17.564203,17.564203,17.252918,17.361868,3194800,12.104504
"2009-12-09",17.338522,17.431906,17.198444,17.40856,3402500,12.137058
"2009-12-10",17.416342,17.494164,17.182878,17.29961,4173000,12.061093
"2009-12-11",17.424124,17.579767,17.284046,17.486382,3830800,12.191316
"2009-12-14",17.540855,17.587549,17.431906,17.455254,4503400,12.169609
"2009-12-15",17.392996,17.455254,17.338522,17.40856,2237400,12.137058
"2009-12-16",17.4786,17.704281,17.455254,17.4786,4831600,12.185888
"2009-12-17",17.392996,17.392996,17.22179,17.229572,4484500,12.012267
"2009-12-18",17.050583,17.377432,17.050583,17.245136,8417300,12.023121
"2009-12-21",17.712063,18,16.988327,16.988327,12413200,11.844073
"2009-12-22",17.33074,17.743191,17.136187,17.719845,9275500,12.35408
"2009-12-23",17.743191,18.171206,17.743191,18.007782,6099300,12.554827
"2009-12-24",18.085604,18.225681,18.03891,18.093386,1660700,12.614511
"2009-12-28",18.225681,18.342413,18.116732,18.342413,3882200,12.788131
"2009-12-29",18.389105,18.420233,18.140078,18.202335,2599000,12.69047
"2009-12-30",18.062256,18.186769,18.046692,18.14786,3118900,12.652491
"2009-12-31",18.202335,18.249027,17.92996,17.937744,2519700,12.505998
"2010-01-04",18.093386,18.124514,17.898832,17.984436,4009700,12.538552
"2010-01-05",17.992218,18.326849,17.859922,18.062256,5517100,12.592802
"2010-01-06",18.085604,18.171206,17.937744,18,4248700,12.549401
"2010-01-07",18.03891,18.10895,17.906614,18.054474,3484900,12.587378
"2010-01-08",18.031128,18.031128,17.875486,17.914396,2861600,12.489722
"2010-01-11",17.968872,18.233463,17.945526,18.217899,4880100,12.701317
"2010-01-12",18.186769,18.412451,18.14786,18.412451,5073000,12.836961
"2010-01-13",18.412451,18.568094,18.396887,18.529182,3586000,12.918344
"2010-01-14",18.56031,18.56031,18.280155,18.389105,3831800,12.820681
"2010-01-15",18.373541,18.412451,17.992218,18.101168,5408600,12.619931
"2010-01-19",18.116732,18.311283,18.093386,18.311283,4806600,12.766423
"2010-01-20",18.264591,18.365759,18.085604,18.311283,6486500,12.766423
"2010-01-21",18.334631,18.638132,18.132296,18.186769,5501700,12.679614
"2010-01-22",18.140078,18.303501,18.007782,18.007782,4482000,12.554827
"2010-01-25",18.093386,18.210117,17.976654,18.015564,3280200,12.560255
"2010-01-26",17.976654,18.085604,17.859922,17.96109,4218500,12.522274
"2010-01-27",17.735409,17.883268,17.642023,17.859922,5348000,12.59195
"2010-01-28",17.922178,18,17.797665,17.805447,4100500,12.55355
"2010-01-29",17.906614,18.007782,17.649805,17.696499,4723000,12.476732
"2010-02-01",17.782101,17.85214,17.673151,17.85214,3985800,12.586467
"2010-02-02",17.85214,17.976654,17.750973,17.968872,5166800,12.668764
"2010-02-03",17.945526,18.007782,17.758755,17.859922,3750900,12.59195
"2010-02-04",17.782101,17.836576,17.346304,17.346304,10445700,12.229832
"2010-02-05",17.322958,17.805447,17.268482,17.766537,11179100,12.526115
"2010-02-08",17.797665,17.883268,17.626459,17.642023,4982700,12.438326
"2010-02-09",17.789883,17.992218,17.719845,17.859922,4082400,12.59195
"2010-02-10",17.859922,18.03891,17.696499,17.968872,4824500,12.668764
"2010-02-11",17.906614,18.155642,17.782101,18.124514,4958600,12.7785
"2010-02-12",17.968872,18.241245,17.797665,18.210117,6098700,12.838852
"2010-02-16",18.389105,18.638132,18.217899,18.614786,6669200,13.124165
"2010-02-17",18.66926,18.77821,18.490273,18.70039,5185700,13.18452
"2010-02-18",18.622568,18.926069,18.622568,18.879377,4587700,13.310707
"2010-02-19",18.957199,19.22179,18.754864,19.175097,7098800,13.519204
"2010-02-22",19.151751,19.2607,18.988327,19.143969,6056400,13.497255
"2010-02-23",19.136187,19.143969,18.863813,18.964981,4789400,13.371064
"2010-02-24",19.019455,19.167315,18.918287,19.089495,4032700,13.458853
"2010-02-25",18.957199,19.105059,18.809338,19.073931,4646800,13.447885
"2010-02-26",19.073931,19.151751,18.964981,19.035019,4605900,13.420446
"2010-03-01",19.105059,19.33074,19.105059,19.214008,6098400,13.546643
"2010-03-02",19.33074,19.416342,19.29961,19.377432,5344800,13.661862
"2010-03-03",19.36965,19.455254,19.307392,19.36965,4243400,13.656372
"2010-03-04",19.463036,19.509727,19.182878,19.377432,6398400,13.661862
"2010-03-05",19.43969,19.680933,19.338522,19.680933,5938200,13.875837
"2010-03-08",19.696499,19.719845,19.494164,19.642023,4500100,13.848404
"2010-03-09",19.618677,19.743191,19.587549,19.642023,2846100,13.848404
"2010-03-10",19.649805,19.688717,19.517509,19.626459,3402900,13.83743
"2010-03-11",19.743191,19.750973,19.501945,19.743191,2860700,13.919736
"2010-03-12",19.782101,19.836576,19.571985,19.743191,3301900,13.919736
"2010-03-15",19.719845,19.844358,19.688717,19.844358,4068600,13.99106
"2010-03-16",19.704281,19.96109,19.704281,19.922178,4393500,14.045926
"2010-03-17",19.968872,20.093386,19.914396,20.046692,4248400,14.133709
"2010-03-18",20.093386,20.202335,19.992218,20.124514,5732600,14.188582
"2010-03-19",20.10895,20.264591,19.968872,20.10895,6060300,14.177608
"2010-03-22",19.875486,20.428015,19.875486,20.326849,6468500,14.331234
"2010-03-23",20.334631,20.482491,20.249027,20.451363,5239700,14.419024
"2010-03-24",20.396887,20.404669,20.225681,20.311283,7351200,14.320261
"2010-03-25",20.077822,20.155642,19.33074,19.40856,12670600,13.683805
"2010-03-26",19.338522,19.40856,18.856031,19.175097,12029300,13.519204
"2010-03-29",19.214008,19.525291,19.159533,19.4786,6515800,13.733188
"2010-03-30",19.525291,19.579767,19.377432,19.424124,6084900,13.69478
"2010-03-31",19.338522,19.634241,19.291828,19.509727,6518200,13.755133
"2010-04-01",19.603113,19.680933,19.517509,19.634241,4589800,13.842918
"2010-04-05",19.719845,19.750973,19.540855,19.626459,4983400,13.83743
"2010-04-06",19.517509,19.533073,19.291828,19.470818,7998200,13.727695
"2010-04-07",19.4786,19.626459,19.33074,19.603113,7243400,13.820972
"2010-04-08",19.540855,19.642023,19.455254,19.564203,4765900,13.793536
"2010-04-09",19.579767,19.727627,19.556419,19.634241,3502600,13.842918
"2010-04-12",19.556419,19.657587,19.40856,19.455254,5829900,13.716728
"2010-04-13",19.455254,19.556419,19.400778,19.501945,5139600,13.749646
"2010-04-14",19.517509,19.673151,19.517509,19.649805,3704100,13.853891
"2010-04-15",19.634241,19.642023,19.431906,19.4786,4851200,13.733188
"2010-04-16",19.455254,19.548637,19.268482,19.361868,5808900,13.650888
"2010-04-19",19.291828,19.400778,19.190662,19.338522,3535500,13.634423
"2010-04-20",19.385214,19.470818,19.361868,19.400778,2727900,13.678321
"2010-04-21",19.447472,19.579767,19.377432,19.494164,3878000,13.744156
"2010-04-22",19.361868,19.494164,19.322958,19.447472,3972800,13.711237
"2010-04-23",19.447472,19.447472,19.2607,19.385214,3588700,13.667346
"2010-04-26",19.338522,19.463036,19.268482,19.315176,5146500,13.617968
"2010-04-27",19.284046,19.291828,18.949417,19.019455,6851600,13.409472
"2010-04-28",19.027237,19.143969,18.747082,19.073931,4617700,13.590796
"2010-04-29",19.159533,19.2607,19.081713,19.198444,4527800,13.679518
"2010-04-30",19.159533,19.2607,19.035019,19.042801,7231900,13.568614
"2010-05-03",19.128405,19.322958,18.964981,19.252918,5415100,13.71833
"2010-05-04",19.112841,19.214008,18.941635,19.042801,5659700,13.568614
"2010-05-05",18.926069,19.214008,18.926069,19.066149,5630300,13.585251
"2010-05-06",19.042801,19.042801,17.400778,18.529182,10077200,13.202646
"2010-05-07",18.529182,18.583658,18.194553,18.350195,7972600,13.075108
"2010-05-10",18.824903,19.042801,18.544746,18.957199,6894700,13.507618
"2010-05-11",18.856031,19.159533,18.77821,18.957199,4444600,13.507618
"2010-05-12",18.964981,19.29961,18.910505,19.252918,4425900,13.71833
"2010-05-13",19.206226,19.392996,19.097277,19.245136,4417700,13.712783
"2010-05-14",19.136187,19.22179,18.809338,18.964981,5121100,13.513165
"2010-05-17",18.988327,19.105059,18.887159,19.050583,5382600,13.574155
"2010-05-18",19.105059,19.245136,18.988327,19.050583,9876300,13.574155
"2010-05-19",18.988327,19.33074,18.863813,19.322958,9314300,13.76823
"2010-05-20",19.027237,19.206226,18.871595,18.988327,12413200,13.529798
"2010-05-21",18.684824,19.268482,18.599222,19.268482,9915500,13.72942
"2010-05-24",19.229572,19.2607,18.832685,19.019455,6579500,13.55198
"2010-05-25",18.677042,18.785992,18.435797,18.754864,8490500,13.363444
"2010-05-26",18.817122,18.894941,18.5214,18.568094,5536000,13.230371
"2010-05-27",18.77821,18.902723,18.66926,18.902723,3972100,13.468803
"2010-05-28",18.918287,18.972763,18.77821,18.817122,3256700,13.407809
"2010-06-01",18.66926,18.988327,18.544746,18.692608,3950200,13.319086
"2010-06-02",18.793774,19.120623,18.762646,19.112841,3765600,13.618519
"2010-06-03",19.206226,19.33074,19.151751,19.2607,4291000,13.723875
"2010-06-04",19.027237,19.050583,18.817122,18.840467,5549000,13.424446
"2010-06-07",18.824903,19.050583,18.677042,18.677042,5440500,13.307999
"2010-06-08",18.653696,19.058365,18.653696,19.019455,6550500,13.55198
"2010-06-09",19.128405,19.424124,18.988327,19.050583,7628600,13.574155
"2010-06-10",19.22179,19.486382,19.22179,19.424124,4849300,13.840318
"2010-06-11",19.307392,19.377432,19.081713,19.361868,3995400,13.795959
"2010-06-14",19.447472,19.587549,19.36965,19.385214,4042400,13.812591
"2010-06-15",19.40856,19.540855,19.36965,19.525291,3343600,13.9124
"2010-06-16",19.431906,19.603113,19.400778,19.540855,3734000,13.923491
"2010-06-17",19.587549,19.782101,19.556419,19.634241,7588400,13.99003
"2010-06-18",19.556419,19.579767,19.424124,19.431906,7207100,13.845861
"2010-06-21",19.564203,19.649805,19.346304,19.40856,4472800,13.829226
"2010-06-22",19.447472,19.595331,19.182878,19.214008,4540600,13.690604
"2010-06-23",19.190662,19.361868,19.120623,19.214008,6151400,13.690604
"2010-06-24",18.677042,19.159533,18.5214,18.840467,7588400,13.424446
"2010-06-25",18.840467,18.856031,18.56031,18.614786,7113200,13.263638
"2010-06-28",18.66926,18.801556,18.59144,18.677042,6464100,13.307999
"2010-06-29",18.490273,18.66926,18.326849,18.373541,8406800,13.091742
"2010-06-30",18.365759,18.451363,18.116732,18.14786,7846400,12.930938
"2010-07-01",18.155642,18.171206,17.906614,18.10895,6711200,12.903214
"2010-07-02",18.171206,18.171206,17.945526,18.023346,4029500,12.842218
"2010-07-06",18.186769,18.249027,17.992218,18.101168,4836600,12.89767
"2010-07-07",18.085604,18.428015,18.023346,18.404669,3512600,13.113923
"2010-07-08",18.474709,18.7393,18.373541,18.708172,5089300,13.330178
"2010-07-09",18.66926,18.715954,18.568094,18.607004,2916900,13.258094
"2010-07-12",18.59144,18.754864,18.498055,18.59144,4834800,13.247003
"2010-07-13",18.70039,18.801556,18.677042,18.684824,3963800,13.313543
"2010-07-14",18.622568,18.856031,18.607004,18.754864,2949900,13.363444
"2010-07-15",18.715954,18.863813,18.568094,18.754864,3412300,13.363444
"2010-07-16",18.66926,18.708172,18.389105,18.412451,4164800,13.119468
"2010-07-19",18.466927,18.583658,18.443581,18.498055,3558800,13.180463
"2010-07-20",18.334631,18.614786,18.287937,18.599222,3789700,13.252549
"2010-07-21",18.723736,18.723736,18.342413,18.412451,4122000,13.119468
"2010-07-22",18.544746,18.583658,18.396887,18.513618,4156000,13.191549
"2010-07-23",18.396887,18.653696,18.396887,18.622568,4024300,13.269179
"2010-07-26",18.536964,18.731518,18.536964,18.723736,2596700,13.34127
"2010-07-27",18.770428,18.871595,18.66926,18.77821,5404500,13.380087
"2010-07-28",18.692608,18.77821,18.459145,18.505836,3649400,13.327959
"2010-07-29",18.544746,18.583658,18.132296,18.155642,5301100,13.075748
"2010-07-30",18.03891,18.326849,18.015564,18.272373,4332800,13.159818
"2010-08-02",18.435797,18.575876,18.287937,18.295719,4925000,13.176632
"2010-08-03",18.210117,18.365759,17.774319,17.789883,10236600,12.812326
"2010-08-04",17.789883,17.922178,17.704281,17.766537,10734100,12.79551
"2010-08-05",17.688717,17.750973,17.470818,17.680933,10008800,12.733865
"2010-08-06",17.618677,17.665369,17.2607,17.284046,10970600,12.448025
"2010-08-09",17.36965,17.525291,17.112841,17.159533,14988100,12.358348
"2010-08-10",17.066149,17.447472,17.066149,17.245136,13083700,12.419999
"2010-08-11",17.011673,17.035019,16.70039,16.809338,12468800,12.106134
"2010-08-12",16.614786,16.848249,16.599222,16.7393,7699900,12.055693
"2010-08-13",16.661478,16.871595,16.607004,16.824903,4367800,12.117348
"2010-08-16",16.754864,16.817122,16.607004,16.809338,4261900,12.106134
"2010-08-17",16.926069,17.081713,16.809338,16.972763,5827000,12.223834
"2010-08-18",16.996109,17.22179,16.949417,17.214008,6713300,12.397581
"2010-08-19",17.050583,17.198444,16.731518,16.918287,5679400,12.184599
"2010-08-20",16.77821,16.848249,16.607004,16.692608,6947800,12.022064
"2010-08-23",16.731518,16.824903,16.708172,16.723736,5090600,12.044485
"2010-08-24",16.583658,16.708172,16.5214,16.622568,6068600,11.971624
"2010-08-25",16.529182,16.840467,16.529182,16.809338,5294000,12.106134
"2010-08-26",16.879377,16.879377,16.66926,16.723736,4095100,12.044485
"2010-08-27",16.770428,16.926069,16.56031,16.918287,3202600,12.184599
"2010-08-30",16.801556,16.902723,16.684824,16.70039,3310200,12.027669
"2010-08-31",16.684824,16.856031,16.607004,16.801556,5697400,12.100532
"2010-09-01",16.941635,17.136187,16.902723,17.128405,4291200,12.335927
"2010-09-02",17.206226,17.237354,17.058365,17.089495,3664600,12.307906
"2010-09-03",17.206226,17.206226,17.019455,17.112841,2926900,12.324719
"2010-09-07",17.042801,17.105059,16.957199,17.035019,3626600,12.268673
"2010-09-08",17.073931,17.120623,17.019455,17.058365,4320100,12.285484
"2010-09-09",17.237354,17.245136,16.980545,16.988327,4026800,12.235044
"2010-09-10",16.972763,17.128405,16.949417,17.081713,4248700,12.302302
"2010-09-13",17.190662,17.214008,16.933851,17.003891,4048600,12.246253
"2010-09-14",16.902723,17.182878,16.863813,17.089495,3932600,12.307906
"2010-09-15",17.042801,17.361868,17.042801,17.361868,4308400,12.50407
"2010-09-16",17.120623,17.214008,17.035019,17.167315,4371600,12.363954
"2010-09-17",17.198444,17.29961,17.136187,17.190662,3572300,12.380766
"2010-09-20",17.22179,17.416342,17.136187,17.40856,5091000,12.537698
"2010-09-21",16.536964,16.926069,16.365759,16.785992,20965900,12.089324
"2010-09-22",16.692608,16.832685,16.653696,16.66926,8493700,12.005248
"2010-09-23",16.544746,16.801556,16.529182,16.77821,8707600,12.083719
"2010-09-24",16.832685,16.949417,16.793774,16.949417,6711400,12.207022
"2010-09-27",16.894941,17.027237,16.871595,16.949417,6604500,12.207022
"2010-09-28",17.003891,17.112841,16.848249,17.105059,4661300,12.319119
"2010-09-29",17.011673,17.198444,16.988327,17.089495,6603800,12.307906
"2010-09-30",17.128405,17.22179,16.894941,17.073931,7149900,12.296698
"2010-10-01",17.167315,17.252918,17.058365,17.22179,5270900,12.403185
"2010-10-04",17.237354,17.276264,17.050583,17.120623,4487700,12.330321
"2010-10-05",17.268482,17.424124,17.151751,17.36965,6651600,12.509675
"2010-10-06",17.322958,17.36965,17.097277,17.143969,8154900,12.347141
"2010-10-07",17.22179,17.245136,17.011673,17.066149,3779500,12.29109
"2010-10-08",17.143969,17.151751,16.949417,17.019455,4955700,12.257463
"2010-10-11",17.058365,17.151751,17.003891,17.089495,5458900,12.307906
"2010-10-12",17.066149,17.190662,17.011673,17.143969,4467500,12.347141
"2010-10-13",17.190662,17.571985,17.167315,17.571985,8217900,12.655397
"2010-10-14",17.579767,17.782101,17.533073,17.595331,6249400,12.672211
"2010-10-15",17.735409,17.735409,17.40856,17.447472,5949100,12.565722
"2010-10-18",17.431906,17.649805,17.431906,17.587549,12760800,12.666603
"2010-10-19",17.455254,17.657587,17.447472,17.556419,5365600,12.644186
"2010-10-20",17.603113,17.688717,17.517509,17.595331,4298800,12.672211
"2010-10-21",17.634241,17.805447,17.556419,17.805447,5846700,12.823535
"2010-10-22",17.789883,17.898832,17.750973,17.859922,4087000,12.862769
"2010-10-25",17.914396,18.023346,17.789883,17.836576,4445500,12.845956
"2010-10-26",17.813231,17.883268,17.571985,17.649805,4933600,12.711443
"2010-10-27",17.463036,17.4786,17.268482,17.43969,4849500,12.725952
"2010-10-28",17.540855,17.634241,17.486382,17.564203,3351400,12.816812
"2010-10-29",17.486382,17.603113,17.470818,17.501945,3201000,12.771381
"2010-11-01",17.540855,17.556419,17.198444,17.29961,4783400,12.623733
"2010-11-02",17.385214,17.486382,17.2607,17.338522,3938700,12.65213
"2010-11-03",17.392996,17.416342,17.159533,17.322958,2284800,12.640774
"2010-11-04",17.416342,17.455254,17.214008,17.268482,5275800,12.60102
"2010-11-05",17.307392,17.338522,17.097277,17.229572,3701400,12.572629
"2010-11-08",17.182878,17.36965,17.175097,17.322958,3243700,12.640774
"2010-11-09",17.322958,17.346304,17.159533,17.198444,3688900,12.549917
"2010-11-10",17.22179,17.29961,17.097277,17.229572,4036100,12.572629
"2010-11-11",17.089495,17.245136,17.042801,17.245136,4423600,12.583983
"2010-11-12",17.128405,17.182878,17.019455,17.128405,3565800,12.498803
"2010-11-15",17.159533,17.2607,16.793774,16.817122,5138000,12.271658
"2010-11-16",16.754864,16.770428,16.357977,16.451363,7492900,12.00476
"2010-11-17",16.451363,16.723736,16.435797,16.645914,3638000,12.146724
"2010-11-18",16.7393,16.824903,16.661478,16.754864,3234800,12.226229
"2010-11-19",16.77821,16.77821,16.575876,16.715954,2360100,12.197832
"2010-11-22",16.70039,16.785992,16.536964,16.770428,3381600,12.237583
"2010-11-23",16.661478,16.661478,16.536964,16.63035,2408200,12.13537
"2010-11-24",16.715954,16.715954,16.568094,16.684824,2178300,12.175118
"2010-11-26",16.638132,16.871595,16.607004,16.824903,2129100,12.277336
"2010-11-29",16.715954,17.042801,16.677042,16.941635,5908800,12.362519
"2010-11-30",16.832685,16.879377,16.677042,16.715954,6627700,12.197832
"2010-12-01",16.926069,17.120623,16.817122,17.081713,3619200,12.464734
"2010-12-02",17.120623,17.198444,17.019455,17.182878,3524200,12.538552
"2010-12-03",17.151751,17.182878,17.019455,17.182878,10533600,12.538552
"2010-12-06",17.159533,17.159533,16.964981,17.050583,2665200,12.442018
"2010-12-07",17.143969,17.245136,17.081713,17.128405,3322200,12.498803
"2010-12-08",17.159533,17.33074,17.120623,17.315176,3417500,12.635093
"2010-12-09",17.237354,17.424124,17.159533,17.245136,7359300,12.583983
"2010-12-10",17.245136,17.377432,17.167315,17.377432,5188100,12.680524
"2010-12-13",17.431906,17.501945,17.143969,17.276264,6076500,12.606699
"2010-12-14",17.2607,17.338522,17.229572,17.276264,3242500,12.606699
"2010-12-15",17.229572,17.36965,17.190662,17.322958,4237100,12.640774
"2010-12-16",17.338522,17.4786,17.29961,17.463036,4297900,12.742986
"2010-12-17",17.455254,17.556419,17.392996,17.501945,6521800,12.771381
"2010-12-20",17.564203,17.571985,17.276264,17.463036,6305200,12.742986
"2010-12-21",17.463036,17.673151,17.377432,17.431906,7514500,12.720273
"2010-12-22",17.40856,17.564203,17.315176,17.501945,5808200,12.771381
"2010-12-23",17.501945,17.548637,17.416342,17.431906,4128000,12.720273
"2010-12-27",17.36965,17.556419,17.322958,17.455254,5078500,12.737309
"2010-12-28",17.494164,17.548637,17.377432,17.431906,3124600,12.720273
"2010-12-29",17.424124,17.595331,17.416342,17.501945,2762400,12.771381
"2010-12-30",17.501945,17.665369,17.470818,17.610895,3239400,12.850883
"2010-12-31",17.587549,17.665369,17.509727,17.571985,2242400,12.822491
"2011-01-03",17.657587,17.704281,17.525291,17.587549,6503300,12.833845
"2011-01-04",17.626459,17.665369,17.548637,17.618677,5284100,12.856566
"2011-01-05",17.533073,17.782101,17.533073,17.657587,5496500,12.884956
"2011-01-06",17.665369,17.712063,17.610895,17.657587,7426500,12.884956
"2011-01-07",17.642023,17.673151,17.455254,17.595331,8033600,12.839526
"2011-01-10",17.712063,17.719845,17.525291,17.642023,6939800,12.8736
"2011-01-11",17.665369,17.704281,17.618677,17.642023,4493000,12.8736
"2011-01-12",17.727627,18.178988,17.673151,18.062256,6260200,13.180247
"2011-01-13",18.031128,18.186769,18.015564,18.054474,5384900,13.174568
"2011-01-14",18.07004,18.171206,17.937744,17.984436,4206000,13.123463
"2011-01-18",18.023346,18.093386,17.96109,18.07004,3658300,13.185927
"2011-01-19",18.054474,18.210117,18,18.007782,4594900,13.1405
"2011-01-20",17.984436,18.396887,17.96109,18.256809,5127100,13.322218
"2011-01-21",18.295719,18.350195,18.132296,18.264591,3769000,13.327897
"2011-01-24",18.241245,18.404669,18.194553,18.287937,8902700,13.34493
"2011-01-25",18.287937,18.428015,18.202335,18.350195,4307700,13.390359
"2011-01-26",18.412451,18.420233,18.085604,18.124514,6124000,13.225677
"2011-01-27",17.96109,17.96109,17.743191,17.797665,6812100,13.154096
"2011-01-28",17.844358,17.92996,17.455254,17.463036,5840900,12.906774
"2011-01-31",17.494164,17.517509,17.338522,17.377432,6866200,12.843508
"2011-02-01",17.424124,17.610895,17.424124,17.540855,3988200,12.964293
"2011-02-02",17.494164,17.587549,17.455254,17.540855,3494300,12.964293
"2011-02-03",17.4786,17.587549,17.385214,17.540855,4340900,12.964293
"2011-02-04",17.548637,17.782101,17.540855,17.727627,3165700,13.102335
"2011-02-07",17.727627,17.758755,17.618677,17.673151,3926800,13.062071
"2011-02-08",17.712063,17.813231,17.595331,17.665369,4649600,13.056317
"2011-02-09",17.657587,17.859922,17.618677,17.821012,4126100,13.171355
"2011-02-10",17.673151,17.813231,17.626459,17.665369,3822200,13.056317
"2011-02-11",17.626459,17.712063,17.400778,17.525291,7605400,12.952787
"2011-02-14",17.548637,17.727627,17.509727,17.680933,4426400,13.067823
"2011-02-15",17.649805,17.665369,17.400778,17.43969,6367300,12.889519
"2011-02-16",17.509727,17.665369,17.486382,17.642023,5261000,13.039064
"2011-02-17",17.634241,17.750973,17.571985,17.743191,4043200,13.113834
"2011-02-18",17.735409,17.782101,17.618677,17.712063,4955900,13.090826
"2011-02-22",17.501945,17.704281,17.470818,17.540855,6588300,12.964293
"2011-02-23",17.470818,17.750973,17.470818,17.688717,4776400,13.073574
"2011-02-24",17.712063,17.813231,17.610895,17.719845,5044100,13.096582
"2011-02-25",17.789883,17.968872,17.719845,17.898832,4904400,13.228871
"2011-02-28",17.96109,18.093386,17.906614,18.023346,3523000,13.320895
"2011-03-01",18.085604,18.132296,17.821012,17.828794,4543700,13.177104
"2011-03-02",17.844358,17.89105,17.626459,17.844358,5201400,13.188608
"2011-03-03",17.992218,18.077822,17.937744,18.031128,3517100,13.32665
"2011-03-04",17.976654,18.054474,17.89105,18.023346,3922500,13.320895
"2011-03-07",18.054474,18.202335,17.914396,17.937744,4676100,13.257627
"2011-03-08",17.96109,18.124514,17.96109,18.116732,3451300,13.389916
"2011-03-09",18.07004,18.217899,18.054474,18.194553,3084600,13.447433
"2011-03-10",18,18.256809,17.992218,18.171206,4227900,13.430178
"2011-03-11",18.163424,18.264591,18.155642,18.186769,2211400,13.441682
"2011-03-14",18.093386,18.202335,18.031128,18.101168,7233200,13.378412
"2011-03-15",17.85214,18.007782,17.719845,17.922178,8520900,13.246124
"2011-03-16",17.821012,17.898832,17.665369,17.766537,7678500,13.131091
"2011-03-17",18.046692,18.046692,17.463036,17.494164,8542200,12.929783
"2011-03-18",17.657587,17.844358,17.579767,17.719845,6937700,13.096582
"2011-03-21",17.813231,17.976654,17.789883,17.945526,3869500,13.263381
"2011-03-22",17.96109,17.968872,17.813231,17.89105,4343300,13.223116
"2011-03-23",17.618677,17.945526,17.618677,17.844358,4185300,13.188608
"2011-03-24",18.054474,18.264591,17.758755,18.210117,8674300,13.458939
"2011-03-25",18.233463,18.599222,18.233463,18.544746,7092800,13.706258
"2011-03-28",18.552528,18.638132,18.459145,18.474709,3148500,13.654496
"2011-03-29",18.482491,18.552528,18.373541,18.451363,3186600,13.637239
"2011-03-30",18.498055,18.66926,18.498055,18.56031,6032100,13.717761
"2011-03-31",18.599222,18.638132,18.459145,18.482491,3557000,13.660246
"2011-04-01",18.599222,18.638132,18.435797,18.552528,3475900,13.712011
"2011-04-04",18.614786,18.614786,18.490273,18.513618,2376300,13.683253
"2011-04-05",18.529182,18.661478,18.5214,18.536964,3548600,13.700505
"2011-04-06",18.552528,18.66926,18.490273,18.59144,2828000,13.740772
"2011-04-07",18.552528,18.575876,18.412451,18.505836,2445900,13.677504
"2011-04-08",18.568094,18.607004,18.350195,18.404669,3042200,13.602727
"2011-04-11",18.420233,18.568094,18.420233,18.544746,2359200,13.706258
"2011-04-12",18.490273,18.498055,18.295719,18.381323,3992100,13.585471
"2011-04-13",18.404669,18.482491,18.365759,18.365759,6441800,13.573972
